Accession	Description	Sum PEP Score	# Unique Peptides	temp37.0_concYOU	temp40.6_concYOU	temp43.7_concYOU	temp47.5_concYOU	temp51.2_concYOU	temp54.5_concYOU	temp57.9_concYOU	temp61.5_concYOU	temp64.0_concYOU	temp67.0_concYOU	temp67.0_concSEN	temp64.0_concSEN	temp61.5_concSEN	temp57.9_concSEN	temp54.5_concSEN	temp51.2_concSEN	temp47.5_concSEN	temp43.7_concSEN	temp40.6_concSEN	 temp37.0_concSEN
Q9BV38	WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2	5.708	1																				
Q05D32	CTD small phosphatase-like protein 2 OS=Homo sapiens OX=9606 GN=CTDSPL2 PE=1 SV=2	5.704	1	461.2	430	437.1	290	149.7	75.9	51	37.6	39.1	28.4										
P15509	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha OS=Homo sapiens OX=9606 GN=CSF2RA PE=1 SV=1	5.704	1											51	50.3	66.4	90.7	177.2	236.7	298.9	350.4	357.1	321.4
Q86X10	Ral GTPase-activating protein subunit beta OS=Homo sapiens OX=9606 GN=RALGAPB PE=1 SV=1	5.695	1	535.3	492.3	495.6	284.4	97.6	36.6	24.4	17.3	9.7	6.9										
O14763	Tumor necrosis factor receptor superfamily member 10B OS=Homo sapiens OX=9606 GN=TNFRSF10B PE=1 SV=2	5.693	1	156.5	151.7	173.9	147.4	117.8	100.5	58.9	42.9	28.8	21.6	23.2	24.3	43.8	59.1	99.5	120.4	138.2	162.9	167	161.5
Q8N7C3	Probable E3 ubiquitin-protein ligase TRIML2 OS=Homo sapiens OX=9606 GN=TRIML2 PE=1 SV=2	5.687	1														21.6	102.5	171	316.6	464.6	462.3	461.4
P13533	Myosin-6 OS=Homo sapiens OX=9606 GN=MYH6 PE=1 SV=5	5.672	1																				
Q9UBF8	Phosphatidylinositol 4-kinase beta OS=Homo sapiens OX=9606 GN=PI4KB PE=1 SV=1	5.67	1	201.4	198.1	187.3	174.8	121.2	74.3	22.1	9.8	7.1	3.9	4.6	6.7	17	34.5	85	131.4	159.4	196.7	182.4	182.3
P50151	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 OS=Homo sapiens OX=9606 GN=GNG10 PE=1 SV=1	5.664	1											14.3	26.3	35.9	52.4	151.4	217.6	311.9	433.7	386.6	369.9
Q03135	Caveolin-1 OS=Homo sapiens OX=9606 GN=CAV1 PE=1 SV=4	5.643	1	140.3	146.1	157.4	136.1	125.5	109.8	55.3	54.7	42.6	32.3	40.3	41.3	56.9	70.4	97.2	95.8	117.4	168.6	159.1	152.9
Q13889	General transcription factor IIH subunit 3 OS=Homo sapiens OX=9606 GN=GTF2H3 PE=1 SV=2	5.632	1											4.6	2.6	10.8	22.2	125.8	192.2	284.1	476.4	451.8	429.5
Q5TGY3	Transcription factor Gibbin OS=Homo sapiens OX=9606 GN=AHDC1 PE=1 SV=1	5.621	1	374.1	325.9	322.3	264.5	234.9	160.5	114.7	81.5	75.2	46.4										
Q92506	(3R)-3-hydroxyacyl-CoA dehydrogenase OS=Homo sapiens OX=9606 GN=HSD17B8 PE=1 SV=2	5.616	1	308.7	303.1	306.9	271.7	240.5	191.8	149.1	104	79.2	44.8										
Q6P4F2	Ferredoxin-2, mitochondrial OS=Homo sapiens OX=9606 GN=FDX2 PE=1 SV=2	5.612	1																				
Q9H3F6	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 OS=Homo sapiens OX=9606 GN=KCTD10 PE=1 SV=1	5.605	1																				
Q14186	Transcription factor Dp-1 OS=Homo sapiens OX=9606 GN=TFDP1 PE=1 SV=1	5.592	1	197.2	177.9	201.9	143.3	112.8	67.6	46	23.8	18.1	11.5	18.8	6.7	16.5	20.5	70.8	88	152.5	201.6	224.8	199.7
Q92625	Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=4	5.58	1																				
Q969M3	Protein YIPF5 OS=Homo sapiens OX=9606 GN=YIPF5 PE=1 SV=1	5.58	1	178.2	171	167.1	151.1	128.7	96.7	53.9	28.3	16.2	8.8	8.2	10.6	24.1	39.6	121.7	132.5	139.1	201.8	172.5	149.8
Q96A19	Coiled-coil domain-containing protein 102A OS=Homo sapiens OX=9606 GN=CCDC102A PE=1 SV=2	5.573	1																				
Q7Z5J4	Retinoic acid-induced protein 1 OS=Homo sapiens OX=9606 GN=RAI1 PE=1 SV=2	5.567	1	143.2	142.4	146.3	126.5	111.9	94.8	76.5	61.3	54.2	42.9	36.7	41	55.4	70.3	91.7	113.5	137.1	161.7	152.6	139.9
P0DPK4	Notch homolog 2 N-terminal-like protein C OS=Homo sapiens OX=9606 GN=NOTCH2NLC PE=1 SV=2	5.563	1	298.2	277.1	323.6	262.9	224.2	179.9	122.1	110.7	113.9	87.4										
Q68DK7	Male-specific lethal 1 homolog OS=Homo sapiens OX=9606 GN=MSL1 PE=1 SV=3	5.563	1	149.2	135.6	132.8	101.3	91	77.5	74.9	78.3	85.9	73.5	68.9	74.8	84.7	75.5	90.6	98.3	104.4	128.4	137.6	136.8
Q15011	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein OS=Homo sapiens OX=9606 GN=HERPUD1 PE=1 SV=1	5.546	1	395.2	391.5	352.2	293.9	214.9	154.5	91.5	54.7	31.1	20.4										
O00268	Transcription initiation factor TFIID subunit 4 OS=Homo sapiens OX=9606 GN=TAF4 PE=1 SV=2	5.544	1	174.8	166.5	190.9	160.1	97.9	81.3	47.9	36	27.2	17.4	15.2	18.4	27.2	39	69.7	109.3	152.9	196.6	200.1	171.6
Q9Y6A9	Signal peptidase complex subunit 1 OS=Homo sapiens OX=9606 GN=SPCS1 PE=1 SV=5	5.543	1	177.9	161.2	190.6	152.7	112	90.1	50.8	31	20.8	12.9	11	15	28.9	47.9	88	116.5	153.3	181.9	183.5	174.1
Q9C0E8	Endoplasmic reticulum junction formation protein lunapark OS=Homo sapiens OX=9606 GN=LNPK PE=1 SV=2	5.534	1	194.6	169	195.7	168.7	115.6	92.1	31.5	17.2	11.2	4.5	5.6	4.1	10.3	22.6	85.8	120.9	173.9	208.2	195	173.7
Q9NRG7	Epimerase family protein SDR39U1 OS=Homo sapiens OX=9606 GN=SDR39U1 PE=1 SV=3	5.528	1	211.9	184.9	201.2	135.9	112.3	63.1	46	24.7	10.9	8.9	6.9	7.4	12.1	25.9	63.4	98.4	159.4	180.6	210.5	235.5
Q7Z3J2	VPS35 endosomal protein-sorting factor-like OS=Homo sapiens OX=9606 GN=VPS35L PE=1 SV=2	5.505	1											17.3	18.7	37.2	46.1	103.6	168.1	317.1	451.4	446.6	393.9
Q5T2T1	MAGUK p55 subfamily member 7 OS=Homo sapiens OX=9606 GN=MPP7 PE=1 SV=1	5.504	1											7	18.4	73.8	140.9	216.7	263.5	266.9	333	335.9	343.9
Q9UGR2	Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens OX=9606 GN=ZC3H7B PE=1 SV=2	5.503	1	500.7	448.4	413.3	220	156.6	105.2	67.5	39.6	32.8	16.1										
Q5EBL4	RILP-like protein 1 OS=Homo sapiens OX=9606 GN=RILPL1 PE=1 SV=1	5.502	1																				
Q9GZY4	Cytochrome c oxidase assembly factor 1 homolog OS=Homo sapiens OX=9606 GN=COA1 PE=1 SV=1	5.5	1											14.3	25.5	51.2	98.3	212.6	249.2	297	354.1	364.5	333.2
O75582	Ribosomal protein S6 kinase alpha-5 OS=Homo sapiens OX=9606 GN=RPS6KA5 PE=1 SV=1	5.494	1											2.1	6.2	10.5	21.3	62.6	91.3	172.7	496.1	571.4	565.8
Q9BS18	Anaphase-promoting complex subunit 13 OS=Homo sapiens OX=9606 GN=ANAPC13 PE=1 SV=1	5.492	1											117.5	95.2	126.3	155.1	185	207	223.4	287	309.8	293.7
Q13572	Inositol-tetrakisphosphate 1-kinase OS=Homo sapiens OX=9606 GN=ITPK1 PE=1 SV=2	5.485	1											10.3	13.7	25.4	58.1	118.3	203.3	321.6	419.5	415.2	414.7
Q9Y2H1	Serine/threonine-protein kinase 38-like OS=Homo sapiens OX=9606 GN=STK38L PE=1 SV=3	5.479	1																				
O60239	SH3 domain-binding protein 5 OS=Homo sapiens OX=9606 GN=SH3BP5 PE=1 SV=2	5.474	2	314.4	309.9	322.1	306	266.5	181.7	119.9	87.1	54.4	38.1										
Q17R31	Putative deoxyribonuclease TATDN3 OS=Homo sapiens OX=9606 GN=TATDN3 PE=1 SV=1	5.474	1	271.5	245	269.9	235.1	244	202.5	180.8	141.6	127.2	82.3										
Q9BTE0	Alpha/beta-tubulin-N-acetyltransferase 9 OS=Homo sapiens OX=9606 GN=NAT9 PE=1 SV=1	5.469	1	239.5	213.9	208.6	121.2	85.2	53.3	31.8	20	11.6	14.8	12.2	12	19.5	25.7	52.1	77.1	120.8	208.8	225.3	246.6
Q9P0V3	SH3 domain-binding protein 4 OS=Homo sapiens OX=9606 GN=SH3BP4 PE=1 SV=1	5.469	1	385.2	362.3	360.2	275.4	206.6	153.2	98.9	69.5	51.3	37.3										
Q8IWI9	MAX gene-associated protein OS=Homo sapiens OX=9606 GN=MGA PE=1 SV=4	5.467	1	486.2	412.9	394.6	266.7	172.1	96.9	68.6	41.6	34.4	26										
O75911	Short-chain dehydrogenase/reductase 3 OS=Homo sapiens OX=9606 GN=DHRS3 PE=1 SV=2	5.465	1											10.2	14.4	19.8	34	122	225	339.3	429.5	432.1	373.8
A1L390	Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens OX=9606 GN=PLEKHG3 PE=1 SV=1	5.462	1																				
Q99547	M-phase phosphoprotein 6 OS=Homo sapiens OX=9606 GN=MPHOSPH6 PE=1 SV=2	5.461	1	155.8	160.5	181	175.1	114.8	75	45.2	36.3	32	24.3	24.6	27	33	43.1	80.1	100.2	153.8	203.7	176.4	158.1
P53539	Protein FosB OS=Homo sapiens OX=9606 GN=FOSB PE=1 SV=1	5.459	1											69.9	61.9	86.3	106.2	199.7	229.5	263.1	350.5	327.5	305.4
Q14202	Zinc finger MYM-type protein 3 OS=Homo sapiens OX=9606 GN=ZMYM3 PE=1 SV=2	5.452	1											48.5	49	61.4	82.5	172.9	226.9	298.6	359.9	348.5	351.8
O75879	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial OS=Homo sapiens OX=9606 GN=GATB PE=1 SV=1	5.446	1	370.1	349.3	394.4	290.7	253.8	169.8	96.9	46.9	21	7										
Q96H35	Probable RNA-binding protein 18 OS=Homo sapiens OX=9606 GN=RBM18 PE=2 SV=1	5.437	1											38.5	40.8	67.5	85.1	198.6	214.5	290	329.3	369.1	366.5
P49069	Guided entry of tail-anchored proteins factor CAMLG OS=Homo sapiens OX=9606 GN=CAMLG PE=1 SV=1	5.427	1	365.9	345	354.8	318	233.5	135.6	88.7	70.3	53	35.1										
P81605	Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2	5.422	1	276.8	132.5	141.2	180.3	939.9	67.7	121.9	41.8	36.2	61.7										
Q9UL03	Integrator complex subunit 6 OS=Homo sapiens OX=9606 GN=INTS6 PE=1 SV=1	5.419	1											22.8	34	47.1	63.7	108.9	157.8	191.9	568.5	305.9	499.3
Q9ULT0	Tetratricopeptide repeat protein 7A OS=Homo sapiens OX=9606 GN=TTC7A PE=1 SV=3	5.418	1											6.4	8.4	10.8	18.8	48.3	95.2	312.9	496.5	521.5	481.1
B2RBV5	Putative MORF4 family-associated protein 1-like protein UPP OS=Homo sapiens OX=9606 PE=1 SV=1	5.412	1	143.6	124.2	138.7	120.6	111	97.7	76.4	77.3	60	50.4	57.4	43.3	51.4	78.2	86.4	121.5	124.4	133	149.3	154.9
P30838	Aldehyde dehydrogenase, dimeric NADP-preferring OS=Homo sapiens OX=9606 GN=ALDH3A1 PE=1 SV=3	5.412	1											16.1	25.8	34.5	57.4	112.1	194.4	310.1	399.2	428.3	422.1
Q8IYA6	Cytoskeleton-associated protein 2-like OS=Homo sapiens OX=9606 GN=CKAP2L PE=1 SV=4	5.411	1											101.3	122.4	148	166.2	198.5	226.7	230.8	261.5	278.6	266.2
Q13546	Receptor-interacting serine/threonine-protein kinase 1 OS=Homo sapiens OX=9606 GN=RIPK1 PE=1 SV=3	5.408	1											8.7	14.1	15.3	29.9	87.4	108.3	221	492.1	501.3	522
Q8WY22	BRI3-binding protein OS=Homo sapiens OX=9606 GN=BRI3BP PE=1 SV=1	5.407	1	367.4	345.1	354.1	295.4	215.6	179.3	103.4	67.7	38.1	33.7										
O14893	Gem-associated protein 2 OS=Homo sapiens OX=9606 GN=GEMIN2 PE=1 SV=1	5.404	1											17.8	32.3	47.7	93.1	209.2	260.4	263	373.9	398.2	304.4
Q9BQB6	Vitamin K epoxide reductase complex subunit 1 OS=Homo sapiens OX=9606 GN=VKORC1 PE=1 SV=1	5.402	1											7	9.3	17.3	55.5	184	236.9	319	428.3	406.9	335.8
Q6DHV7	Adenosine deaminase-like protein OS=Homo sapiens OX=9606 GN=ADAL PE=1 SV=2	5.399	1											14.9	21.9	42.8	82.2	194.6	246.2	287.4	393.2	363.8	352.9
O43513	Mediator of RNA polymerase II transcription subunit 7 OS=Homo sapiens OX=9606 GN=MED7 PE=1 SV=1	5.397	1																				
Q5VUJ9	Dynein regulatory complex protein 8 OS=Homo sapiens OX=9606 GN=EFCAB2 PE=1 SV=1	5.392	1	162.2	163.7	161.2	143.3	108.8	90.2	54.9	47.4	41.8	26.4	31.6	33.4	34	48	87.1	106.6	129.3	160.1	184.7	185.1
Q969V5	Mitochondrial ubiquitin ligase activator of NFKB 1 OS=Homo sapiens OX=9606 GN=MUL1 PE=1 SV=1	5.39	1	359.9	356.8	374.5	314.2	228.4	185.1	90.5	51.6	24.4	14.7										
Q96FZ7	Charged multivesicular body protein 6 OS=Homo sapiens OX=9606 GN=CHMP6 PE=1 SV=3	5.384	1	420.7	403.4	397.9	311	204.5	96.4	53.8	45.8	37.6	28.9										
O15182	Centrin-3 OS=Homo sapiens OX=9606 GN=CETN3 PE=1 SV=2	5.382	1	319.4	296.8	293.3	238.1	192.9	161.6	151.8	123.5	124.4	98.1										
Q9NQ92	Coordinator of PRMT5 and differentiation stimulator OS=Homo sapiens OX=9606 GN=COPRS PE=1 SV=3	5.376	1	104.8	102.9	108.3	106.9	101.6	113.6	103.7	92.3	89.6	76.3	69.2	77.3	90.4	94.4	108.4	114.1	107.7	126.4	110.7	101.5
Q8TBN0	Guanine nucleotide exchange factor for Rab-3A OS=Homo sapiens OX=9606 GN=RAB3IL1 PE=1 SV=1	5.364	1											11.2	16.3	24.2	47.4	133.3	252	318.5	422.9	395.4	378.7
Q8IY95	Transmembrane protein 192 OS=Homo sapiens OX=9606 GN=TMEM192 PE=1 SV=1	5.359	1																				
P43355	Melanoma-associated antigen 1 OS=Homo sapiens OX=9606 GN=MAGEA1 PE=1 SV=1	5.357	1											10.3	12.3	21.3	38	107.1	150.6	241.2	448.9	502.6	467.7
Q6ZNB6	NF-X1-type zinc finger protein NFXL1 OS=Homo sapiens OX=9606 GN=NFXL1 PE=1 SV=2	5.348	1																				
P62380	TATA box-binding protein-like 1 OS=Homo sapiens OX=9606 GN=TBPL1 PE=1 SV=1	5.341	1	162.6	154	179.2	156.7	129.3	90.8	55.3	34.2	23	15	4.7	5.7	16.9	32.2	91.8	135.9	154.9	195	183.9	179
P00395	Cytochrome c oxidase subunit 1 OS=Homo sapiens OX=9606 GN=MT-CO1 PE=1 SV=1	5.34	1											32	34.4	71.2	113.3	263.7	276.8	250.9	375.3	338.3	244
P17152	Transmembrane protein 11, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM11 PE=1 SV=1	5.338	1																				
Q92536	Y+L amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC7A6 PE=1 SV=3	5.337	1	298.6	267.7	333.3	260.9	228.2	230.4	183	110.7	63.6	23.6										
Q14678	KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens OX=9606 GN=KANK1 PE=1 SV=3	5.335	1																				
O00418	Eukaryotic elongation factor 2 kinase OS=Homo sapiens OX=9606 GN=EEF2K PE=1 SV=2	5.335	1																				
P05165	Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4	5.327	1																				
Q8NBZ7	UDP-glucuronic acid decarboxylase 1 OS=Homo sapiens OX=9606 GN=UXS1 PE=1 SV=1	5.327	1											10.1	18.1	42.4	113.6	264.5	250.6	268.6	384	343.9	304.2
Q8NC54	Keratinocyte-associated transmembrane protein 2 OS=Homo sapiens OX=9606 GN=KCT2 PE=1 SV=2	5.326	1											26.8	26.2	42.5	64	158.4	213.2	273.7	411.9	406.1	377.1
Q6ZNA5	Ferric-chelate reductase 1 OS=Homo sapiens OX=9606 GN=FRRS1 PE=2 SV=2	5.324	1											56.1	37.1	71.3	63.7	206.3	270	237.6	376.4	373.6	308
P14902	Indoleamine 2,3-dioxygenase 1 OS=Homo sapiens OX=9606 GN=IDO1 PE=1 SV=1	5.324	1											34.7	37.7	52.1	69.4	136.2	197.2	293	400	387	392.7
Q13427	Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2	5.324	1											38	35.4	52	68	121.3	157.3	220.1	419.7	454.7	433.5
Q9H019	Mitochondrial fission regulator 1-like OS=Homo sapiens OX=9606 GN=MTFR1L PE=1 SV=2	5.313	1	468	437.9	406.5	257.6	147.4	97.1	64.5	48.5	43.4	29.2										
O15235	28S ribosomal protein S12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS12 PE=1 SV=1	5.306	1																				
Q96IW7	Vesicle-trafficking protein SEC22a OS=Homo sapiens OX=9606 GN=SEC22A PE=1 SV=1	5.295	1											24	24	48.9	62.1	123.2	200.8	321.8	408.8	394.2	392.1
Q8NBM4	Ubiquitin-associated domain-containing protein 2 OS=Homo sapiens OX=9606 GN=UBAC2 PE=1 SV=1	5.29	1	320	311.4	314.6	249.2	215.8	167.6	143.8	101.4	87.4	88.8										
Q9H7F0	Polyamine-transporting ATPase 13A3 OS=Homo sapiens OX=9606 GN=ATP13A3 PE=1 SV=4	5.284	1	193.6	178.2	197.9	168.4	132	77.1	25.1	13.6	7.7	6.3	4.9	5.7	6.8	16.3	88.4	123.7	167.3	202.2	199.9	184.6
P49674	Casein kinase I isoform epsilon OS=Homo sapiens OX=9606 GN=CSNK1E PE=1 SV=1	5.283	1	557	512.6	441.1	194.3	77.1	58.3	46	39.5	43.7	30.4										
Q8NHP6	Motile sperm domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MOSPD2 PE=1 SV=1	5.28	1	467.6	418.6	449	336.4	193.2	59.6	28.9	18.8	14.6	13.2										
P05423	DNA-directed RNA polymerase III subunit RPC4 OS=Homo sapiens OX=9606 GN=POLR3D PE=1 SV=2	5.277	1	378.5	362.1	421	313	169.2	143	90.7	58.3	41.5	22.6										
Q8N5C7	tRNA-uridine aminocarboxypropyltransferase 1 OS=Homo sapiens OX=9606 GN=DTWD1 PE=1 SV=1	5.277	1	339.4	329.6	343.6	274.2	198.1	181	139.1	88.7	54.7	51.5										
Q9UHJ6	Sedoheptulokinase OS=Homo sapiens OX=9606 GN=SHPK PE=1 SV=4	5.277	1											23.4	38.4	54.6	84.6	173.9	203.4	286.9	399	378.9	357
Q9H3G5	Probable serine carboxypeptidase CPVL OS=Homo sapiens OX=9606 GN=CPVL PE=1 SV=2	5.276	1	309.8	289.8	307.3	261.6	224.7	195.3	136.8	109.2	91.3	74.2										
P48681	Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2	5.271	1											69.8	81.6	108.8	140.3	244.9	265	269	285.1	267.4	268.2
Q96EC8	Protein YIPF6 OS=Homo sapiens OX=9606 GN=YIPF6 PE=1 SV=2	5.27	1																				
Q6P1R3	Myb/SANT-like DNA-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MSANTD2 PE=1 SV=1	5.263	1																				
Q96QD9	UAP56-interacting factor OS=Homo sapiens OX=9606 GN=FYTTD1 PE=1 SV=3	5.262	1	163	152	158.2	132	115.8	88.8	63.4	48.3	46.3	32	35.4	34.5	45.1	54.3	90.5	116.1	134.8	157.1	165.6	166.6
P11831	Serum response factor OS=Homo sapiens OX=9606 GN=SRF PE=1 SV=1	5.26	1																				
P98196	Phospholipid-transporting ATPase IH OS=Homo sapiens OX=9606 GN=ATP11A PE=1 SV=3	5.259	1											22.3	28.4	49.3	76.9	199	258	298.7	371.6	356.3	339.4
Q9NX57	Ras-related protein Rab-20 OS=Homo sapiens OX=9606 GN=RAB20 PE=1 SV=1	5.257	1																				
O95084	Serine protease 23 OS=Homo sapiens OX=9606 GN=PRSS23 PE=1 SV=1	5.238	1																				
Q9Y5W9	Sorting nexin-11 OS=Homo sapiens OX=9606 GN=SNX11 PE=1 SV=2	5.237	1											23.3	23.6	45.1	72.7	182.1	228.3	341.4	357.4	381.7	344.4
O15260	Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3	5.235	1	355.3	351.8	341.4	292.1	230.6	181.9	105	69	39.3	33.7										
Q5T4F4	Protrudin OS=Homo sapiens OX=9606 GN=ZFYVE27 PE=1 SV=1	5.235	1	363.1	357.5	326	288.2	259.6	153.6	87.7	75.8	54	34.5										
Q9P0B6	Coiled-coil domain-containing protein 167 OS=Homo sapiens OX=9606 GN=CCDC167 PE=1 SV=2	5.234	1	391.9	356.3	376.7	322.6	225.8	129.7	76	51.9	43.1	25.9										
O43543	DNA repair protein XRCC2 OS=Homo sapiens OX=9606 GN=XRCC2 PE=1 SV=1	5.22	1											14.3	10	21.2	23.7	93.6	144.9	294.8	488.8	471.9	436.8
Q5VVQ6	Ubiquitin thioesterase OTU1 OS=Homo sapiens OX=9606 GN=YOD1 PE=1 SV=1	5.219	1	182.8	179.1	186.5	152.8	117.9	74.4	44.3	26.5	20.3	15.3	14.6	15.5	25.5	39.5	69.5	107	162.8	190.2	194.8	180.6
Q9Y4L5	E3 ubiquitin-protein ligase RNF115 OS=Homo sapiens OX=9606 GN=RNF115 PE=1 SV=2	5.213	1											46	43.6	52.5	45.4	158.2	206.5	305.6	410.6	339.6	392.1
Q96EY4	Translation machinery-associated protein 16 OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=2	5.209	1	425.8	386.9	386.4	280.7	199.8	121.5	76.9	54.3	40.3	27.4										
Q8IXM6	Nurim OS=Homo sapiens OX=9606 GN=NRM PE=1 SV=1	5.204	1	178.2	172	188.5	151.5	127	81.4	43.9	20.8	18.2	18.5	10.2	12.1	15.2	29.3	81.5	109.1	159	169.1	215.1	199.3
Q5TKA1	Protein lin-9 homolog OS=Homo sapiens OX=9606 GN=LIN9 PE=1 SV=1	5.204	1																				
O15047	Histone-lysine N-methyltransferase SETD1A OS=Homo sapiens OX=9606 GN=SETD1A PE=1 SV=3	5.201	1											17.7	20.8	24.9	30.6	86.8	113.4	197.8	494.2	535.5	478.3
Q9H6H4	Receptor expression-enhancing protein 4 OS=Homo sapiens OX=9606 GN=REEP4 PE=1 SV=1	5.194	1																				
Q8NI35	InaD-like protein OS=Homo sapiens OX=9606 GN=PATJ PE=1 SV=3	5.187	1	499	448.2	374.7	220.2	147.4	112.1	75	52.7	39.5	31.2										
Q53HV7	Single-strand selective monofunctional uracil DNA glycosylase OS=Homo sapiens OX=9606 GN=SMUG1 PE=1 SV=2	5.182	1																				
Q460N5	Protein mono-ADP-ribosyltransferase PARP14 OS=Homo sapiens OX=9606 GN=PARP14 PE=1 SV=3	5.175	1											8.8	12	16.1	33.3	80.3	121.4	184.5	387	573	583.7
Q8N9N5	Protein BANP OS=Homo sapiens OX=9606 GN=BANP PE=1 SV=3	5.166	1											31.3	29.5	46.6	69.4	140.8	182.7	232.3	365.7	437	464.6
Q9H1D9	DNA-directed RNA polymerase III subunit RPC6 OS=Homo sapiens OX=9606 GN=POLR3F PE=1 SV=1	5.166	1	151.3	162.4	178.2	152.3	139.7	102.6	54.3	28.2	18.4	12.6	5.3	8.1	13.8	27.9	91.4	135.5	154.2	198.3	193.8	171.7
Q9UGH3	Solute carrier family 23 member 2 OS=Homo sapiens OX=9606 GN=SLC23A2 PE=1 SV=1	5.161	1																				
Q7Z7A1	Centriolin OS=Homo sapiens OX=9606 GN=CNTRL PE=1 SV=2	5.159	1											75.1	73.5	83.1	100.4	177.2	195.5	244.6	346.4	360.5	343.6
O75177	Calcium-responsive transactivator OS=Homo sapiens OX=9606 GN=SS18L1 PE=1 SV=2	5.159	1																				
Q15532	Protein SSXT OS=Homo sapiens OX=9606 GN=SS18 PE=1 SV=3	5.154	1											139.2	134.6	157.3	169.3	183	199.8	210.6	282.1	271.3	252.9
Q9BTF0	THUMP domain-containing protein 2 OS=Homo sapiens OX=9606 GN=THUMPD2 PE=1 SV=2	5.151	1	159.7	163.8	153.7	136.5	116.4	89.2	74.1	48.6	36.6	21.4	18.7	24.5	40.8	58.3	103.5	129.5	138.7	167.3	154.9	163.7
Q9H2V7	Protein spinster homolog 1 OS=Homo sapiens OX=9606 GN=SPNS1 PE=1 SV=1	5.148	1											34.9	43.1	58.9	77.5	170.5	245.7	279.5	385.7	369.4	334.8
P46779	60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3	5.145	1											54.5	51.9	72.1	76.2	164.6	197.6	289.5	427	377.7	288.9
Q9ULH0	Kinase D-interacting substrate of 220 kDa OS=Homo sapiens OX=9606 GN=KIDINS220 PE=1 SV=3	5.141	1																				
Q8NEZ2	Vacuolar protein sorting-associated protein 37A OS=Homo sapiens OX=9606 GN=VPS37A PE=1 SV=1	5.134	1																				
Q14055	Collagen alpha-2(IX) chain OS=Homo sapiens OX=9606 GN=COL9A2 PE=1 SV=2	5.13	1											139.9	133.1	132.6	165.9	244.9	205.9	212.7	264	248.8	252.2
Q9UGJ1	Gamma-tubulin complex component 4 OS=Homo sapiens OX=9606 GN=TUBGCP4 PE=1 SV=1	5.124	1																				
Q66K64	DDB1- and CUL4-associated factor 15 OS=Homo sapiens OX=9606 GN=DCAF15 PE=1 SV=1	5.123	1	421.4	326	342.6	346.6	321.5	108.5	53.7	31.6	25.1	23.1										
P04150	Glucocorticoid receptor OS=Homo sapiens OX=9606 GN=NR3C1 PE=1 SV=1	5.123	1	447.2	387.1	344.1	216.3	164.7	120.7	96	92.6	71.4	59.9										
P50336	Protoporphyrinogen oxidase OS=Homo sapiens OX=9606 GN=PPOX PE=1 SV=1	5.112	1											19.7	30	45	49.3	121.6	255.9	316.6	373.7	383.6	404.5
Q92604	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPGAT1 PE=1 SV=1	5.108	1											10.9	13	18.9	24.6	65	79.9	279.1	534.3	512.3	461.9
P82664	28S ribosomal protein S10, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS10 PE=1 SV=2	5.107	1											15.3	24.6	27.7	38	82	176.8	238.8	511.4	477.2	408
P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2	5.106	1																				
P57054	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P OS=Homo sapiens OX=9606 GN=PIGP PE=1 SV=4	5.089	1	182.9	157.6	182	145.5	113.1	80	56.6	41.3	23.1	17.9	14.7	20	42.9	64.3	96	114.4	117.5	179.9	178.6	171.8
Q9NVH2	Integrator complex subunit 7 OS=Homo sapiens OX=9606 GN=INTS7 PE=1 SV=1	5.084	1																				
