Accession	Description	Sum PEP Score	# Unique Peptides	temp37.0_concYOU	temp40.6_concYOU	temp43.7_concYOU	temp47.5_concYOU	temp51.2_concYOU	temp54.5_concYOU	temp57.9_concYOU	temp61.5_concYOU	temp64.0_concYOU	temp67.0_concYOU	temp67.0_concSEN	temp64.0_concSEN	temp61.5_concSEN	temp57.9_concSEN	temp54.5_concSEN	temp51.2_concSEN	temp47.5_concSEN	temp43.7_concSEN	temp40.6_concSEN	 temp37.0_concSEN
O60921	Checkpoint protein HUS1 OS=Homo sapiens OX=9606 GN=HUS1 PE=1 SV=1	12.695	3	202.7	200	190.4	156.8	108.4	70.2	30.2	20.2	11.9	9.2	11.7	12.2	16.6	33	74	95.3	158.4	172.6	209	217.2
P32780	General transcription factor IIH subunit 1 OS=Homo sapiens OX=9606 GN=GTF2H1 PE=1 SV=1	12.692	3	240.3	207.5	196.5	127.2	79.8	55.2	33.6	25	21.3	13.6	10.8	14.6	14.8	38.4	62.4	72.7	127.3	190.9	231.3	236.8
Q9NWW5	Ceroid-lipofuscinosis neuronal protein 6 OS=Homo sapiens OX=9606 GN=CLN6 PE=1 SV=1	12.68	2	176	164.2	174.8	158.3	138.8	85.3	40	30.4	21.7	10.4	8.9	11.2	17.3	34.8	104	115.8	170.4	159.8	184.1	193.6
Q9H6E5	Speckle targeted PIP5K1A-regulated poly(A) polymerase OS=Homo sapiens OX=9606 GN=TUT1 PE=1 SV=2	12.674	2	218.2	218.3	222.7	147.1	78.4	53	25.3	20.3	7.9	8.9	5.6	8.7	13.2	23.4	54.2	63.8	126	204.3	246.6	254.2
Q9BWT6	Meiotic nuclear division protein 1 homolog OS=Homo sapiens OX=9606 GN=MND1 PE=1 SV=1	12.653	3											105	92.9	88.7	137.1	169	211.2	214.2	317.2	332.7	331.9
Q96GA7	Serine dehydratase-like OS=Homo sapiens OX=9606 GN=SDSL PE=1 SV=1	12.646	2	287.9	300.1	305.8	287.1	267.1	232.3	137.2	96.2	59.5	26.6										
Q9H5K3	Protein O-mannose kinase OS=Homo sapiens OX=9606 GN=POMK PE=1 SV=1	12.641	2	237.4	231.3	244.6	144.1	77.7	35.7	11.8	11	3.5	2.8	3.5	6	7.3	17.6	51.5	69.5	144.1	207.9	238.3	254.3
Q9NRS6	Sorting nexin-15 OS=Homo sapiens OX=9606 GN=SNX15 PE=1 SV=1	12.635	3	208.1	207.3	188.6	137.9	95.8	56	34.9	28.4	23.1	19.8	18.6	19.3	21.4	33.6	61.8	93.1	136.9	202.3	188.6	224.6
Q9Y6I4	Ubiquitin carboxyl-terminal hydrolase 3 OS=Homo sapiens OX=9606 GN=USP3 PE=1 SV=2	12.627	2	260.6	245.1	235.1	146.8	49.9	29.5	12.3	9.1	6.8	4.8	5.7	6.3	6.4	15.8	25.8	46.6	136.1	230.4	250.3	276.6
Q9H3H3	UPF0696 protein C11orf68 OS=Homo sapiens OX=9606 GN=C11orf68 PE=1 SV=3	12.62	3	176	176	187.8	179.4	143.9	72.2	25.2	18.7	11.6	9.2	3.2	5.3	8.2	14.7	64.6	130	189.8	194.1	185.1	205
Q6P161	39S ribosomal protein L54, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL54 PE=1 SV=1	12.614	2	151.4	150.6	161.3	143.9	109.1	100.2	56.9	53.5	33.8	39.3	26.5	25.4	27.5	53.4	101.2	111.1	155.3	165.8	158	175.7
Q9H8M7	Ubiquitin carboxyl-terminal hydrolase MINDY-3 OS=Homo sapiens OX=9606 GN=MINDY3 PE=1 SV=1	12.605	3	139.6	132.2	171.4	139.6	137.1	90.6	38.4	40.8	57.1	53.1	3.4	5.5	6.6	18.8	89.3	132.8	180.3	179	190.5	193.8
P35555	Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4	12.597	2	273.9	286.8	286.2	254.8	209.2	196.5	158.7	139.4	103.7	90.8										
Q8WYQ3	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial OS=Homo sapiens OX=9606 GN=CHCHD10 PE=1 SV=1	12.597	2	133.6	120	126.3	119	114.7	95	83.5	73	72.1	62.8	61.1	28.8	26.4	37.6	94	136.2	168.5	122.7	140.3	184.4
Q9BTA9	WW domain-containing adapter protein with coiled-coil OS=Homo sapiens OX=9606 GN=WAC PE=1 SV=3	12.582	3	373.5	360.1	368.4	284.1	204.3	155.2	85.3	68.2	55.9	45										
Q9P2E3	NFX1-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=ZNFX1 PE=1 SV=2	12.568	2											11.2	11.2	17.7	45.2	100.7	165	302.3	410.2	461.2	475.3
Q5T2R2	All trans-polyprenyl-diphosphate synthase PDSS1 OS=Homo sapiens OX=9606 GN=PDSS1 PE=1 SV=1	12.553	2	336.3	337.2	342.5	316.9	266	206.1	85.6	49.3	33.3	26.8										
Q9Y2K7	Lysine-specific demethylase 2A OS=Homo sapiens OX=9606 GN=KDM2A PE=1 SV=3	12.551	3	223.4	219.2	229.8	163.5	60.9	27.4	19.1	22.9	17.2	16.6	18.3	21.1	21.4	22.9	51.8	60.5	161.8	210.7	224.4	207.1
O75030	Microphthalmia-associated transcription factor OS=Homo sapiens OX=9606 GN=MITF PE=1 SV=2	12.529	2											33.7	34.8	52.6	90.8	162.3	213.9	301.1	372.8	358.5	379.6
O75438	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1 OS=Homo sapiens OX=9606 GN=NDUFB1 PE=1 SV=1	12.515	2	115.1	124.6	135.2	124.5	116	115.8	83.1	73.2	62	50.5	41.2	42.3	48.6	64.9	108.5	112.8	138.3	139.6	149.7	154.1
A4D1E9	GTP-binding protein 10 OS=Homo sapiens OX=9606 GN=GTPBP10 PE=1 SV=1	12.512	2	255.6	246.4	214.9	116.2	55.6	33	30.9	19.7	16	11.7	10.2	9.6	8.2	17.8	32.2	48.9	113.5	233.2	256.9	269.5
P46779	60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3	12.51	3	126.1	201.8	74.1	245.6	43.3	91.1	62.1	91.1	48.2	16.8	14.7	33.6	49.8	49.2	45.9	86.2	155	237.8	166.8	161.1
Q9H008	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens OX=9606 GN=LHPP PE=1 SV=2	12.473	2											6.9	12.3	28.6	116.8	243.1	282.6	315.8	333.7	322.8	337.4
Q96B23	Protein C18orf25 OS=Homo sapiens OX=9606 GN=C18orf25 PE=1 SV=3	12.457	2	97.1	104.4	116	117.6	115.9	128.8	87.7	89.8	77.5	65.3	48.1	57.1	22.5	85.2	148.8	144.6	135.3	111.6	129.1	117.7
Q8N0T1	Ribosomal biogenesis factor OS=Homo sapiens OX=9606 GN=RBIS PE=1 SV=4	12.44	3	274.5	265	258.7	266.2	227.1	203.2	148.4	144.1	119.7	93.2										
P04004	Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1	12.429	1	135.5	139.4	148.7	142.4	122.6	106.5	64.8	57.6	44.4	38.1	33.2	32.2	30.1	59.4	105.6	119.3	143.3	153.7	160.1	163.2
Q6IPR3	tRNA wybutosine-synthesizing protein 3 homolog OS=Homo sapiens OX=9606 GN=TYW3 PE=1 SV=2	12.422	2	298.2	312.4	322.4	298.7	251.8	219.7	118.5	58.5	68.5	51.1										
Q9HAD4	WD repeat-containing protein 41 OS=Homo sapiens OX=9606 GN=WDR41 PE=1 SV=3	12.412	2	170.1	168	176.8	159.8	155.8	86	37.7	22.5	12.5	10.8	6.5	8.9	12.4	44.8	105.3	132.9	158.3	169.7	177.9	183.3
Q92934	Bcl2-associated agonist of cell death OS=Homo sapiens OX=9606 GN=BAD PE=1 SV=3	12.405	1	121.3	122.3	117.3	120.7	102.9	109.3	75	79.9	76.6	74.8	30.7	29.1	29.7	52.1	133.7	110.6	135.7	167.6	139.1	171.8
Q8NHU6	Tudor domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TDRD7 PE=1 SV=2	12.395	2											5.9	11.8	16.3	34.3	91.2	160.4	291.1	408.8	450.1	530
Q8WWC4	m-AAA protease-interacting protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=MAIP1 PE=1 SV=1	12.387	3	199.1	192.8	201.4	161.2	122.8	69.1	26.3	14.6	7.4	5.1	6	6.4	9.2	24.9	82.8	112.1	172.5	178.3	210.1	197.6
P30047	GTP cyclohydrolase 1 feedback regulatory protein OS=Homo sapiens OX=9606 GN=GCHFR PE=1 SV=3	12.359	2	145.5	167.2	73	147.8	53.7	148	72.3	75.4	61.4	55.7	29.7	33.5	34.6	77.3	109.6	118.6	135.5	152.2	145.6	163.6
Q96PE7	Methylmalonyl-CoA epimerase, mitochondrial OS=Homo sapiens OX=9606 GN=MCEE PE=1 SV=1	12.338	2	129.9	122	135.7	130.6	116.1	113	86.9	83.3	56	26.7	19.9	30.4	21.1	74.5	116.3	123.6	147.8	151.2	151	164.1
P56556	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4	12.304	3	241.6	253.8	228.6	148.8	59	30.2	15.4	10.1	6.7	5.7	2.8	4.2	3.4	12.4	26.8	40.5	155.5	229.1	241.1	284.1
Q5VU43	Myomegalin OS=Homo sapiens OX=9606 GN=PDE4DIP PE=1 SV=3	12.301	2																				
Q32P41	tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2	12.299	3	265.8	244.8	252.6	128	46.4	26.9	15.3	8.5	7.2	4.5	4.1	4.9	5.8	10	21.4	32.1	101.1	225.2	291.2	304.2
Q99549	M-phase phosphoprotein 8 OS=Homo sapiens OX=9606 GN=MPHOSPH8 PE=1 SV=2	12.299	2											94.5	62.4	57.6	95.5	153.1	197.7	259.2	351.7	357.9	370.5
Q96D53	Atypical kinase COQ8B, mitochondrial OS=Homo sapiens OX=9606 GN=COQ8B PE=1 SV=2	12.292	2	429.3	387.3	357.6	290.5	232.7	129.4	63	44.7	33.8	31.7										
Q6IAN0	Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens OX=9606 GN=DHRS7B PE=1 SV=2	12.286	2	159.2	174.5	179.7	151.6	130.5	84.3	52	34.4	21.4	12.4	5.1	6.4	12.1	18.5	32.1	88.2	169.2	208.4	228.3	231.6
Q9H553	Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Homo sapiens OX=9606 GN=ALG2 PE=1 SV=1	12.277	3	229.2	230.8	206.4	178.2	83.3	29.1	16	10.8	9.2	6.9	7.6	18.7	11.5	40.2	50.1	78	162.4	199.3	211.9	220.3
Q6PIJ6	F-box only protein 38 OS=Homo sapiens OX=9606 GN=FBXO38 PE=1 SV=3	12.272	2	211.7	212.9	208	173.8	113.9	44	16.9	9.4	4.9	4.6	8.5	4.1	5.5	16.3	47.3	105.9	166.9	195.1	217	233.4
O43294	Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens OX=9606 GN=TGFB1I1 PE=1 SV=2	12.261	1																				
Q8NFH8	RalBP1-associated Eps domain-containing protein 2 OS=Homo sapiens OX=9606 GN=REPS2 PE=1 SV=2	12.254	2											36.6	45.1	43.9	85.2	171.5	204	289	347.7	371.8	405.1
P54252	Ataxin-3 OS=Homo sapiens OX=9606 GN=ATXN3 PE=1 SV=5	12.234	2	331.8	326.6	362.1	312.9	244.7	168.9	107.4	64.4	43.4	37.8										
Q8IX18	Probable ATP-dependent RNA helicase DHX40 OS=Homo sapiens OX=9606 GN=DHX40 PE=1 SV=2	12.233	3											41.2	34.4	31.5	68.1	140.8	178.3	295	393.8	391.8	425.2
O60239	SH3 domain-binding protein 5 OS=Homo sapiens OX=9606 GN=SH3BP5 PE=1 SV=2	12.199	3	309.3	302.3	320.5	308.6	260	199	126	90.2	53.9	30.2										
Q8TF64	PDZ domain-containing protein GIPC3 OS=Homo sapiens OX=9606 GN=GIPC3 PE=1 SV=1	12.198	2	194.4	186.4	189.9	157.5	110.1	73.3	32.8	24.3	17.2	14	6.2	7.3	8.8	22.8	57.4	92	154.5	196.5	218.7	235.8
Q6RW13	Type-1 angiotensin II receptor-associated protein OS=Homo sapiens OX=9606 GN=AGTRAP PE=1 SV=1	12.198	2	362.3	333.5	350.5	286.1	228.9	156.4	96	73.2	59.8	53.2										
Q92576	PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=3	12.193	2	144.5	141.5	153.5	151	133.4	106	64.9	52.5	34.5	18.2	12.9	21.1	26.4	51.2	100.6	129.2	156.4	159.5	168.1	174.6
Q5JTH9	RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2	12.171	3	204	194.1	200.3	145.6	105.4	69.6	36.3	22.7	14.1	7.8	6.6	8.7	12.4	32.8	73.4	90.4	136	186.6	218.6	234.6
Q96MH2	Protein HEXIM2 OS=Homo sapiens OX=9606 GN=HEXIM2 PE=1 SV=1	12.136	3	105.9	108.4	112.6	112.6	107.6	111.8	90.6	89.5	82.5	78.7	73.1	67.9	70.5	92.4	108.9	112.5	112.2	126.8	115.5	120.3
Q15388	Mitochondrial import receptor subunit TOM20 homolog OS=Homo sapiens OX=9606 GN=TOMM20 PE=1 SV=1	12.132	3	290.2	291.6	311.8	307.9	276.5	193.9	128.6	86.9	57.3	55.3										
P0DJ93	Small integral membrane protein 13 OS=Homo sapiens OX=9606 GN=SMIM13 PE=3 SV=1	12.127	1	116.5	111.4	122.5	120.4	107.6	98	89.2	82.8	80.3	71.3	84.5	79.6	75.6	85.1	103	103.6	110.8	122.3	118.1	117.4
Q15653	NF-kappa-B inhibitor beta OS=Homo sapiens OX=9606 GN=NFKBIB PE=1 SV=2	12.127	2	191.9	195.2	184.8	167.8	112.8	66.6	26.7	26.4	15.8	11.9	8.5	7.7	10.4	20.9	64.7	109.1	168.6	195.1	213.6	201.4
O75879	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial OS=Homo sapiens OX=9606 GN=GATB PE=1 SV=1	12.12	2	381.7	378.2	355.6	292.1	233.4	162.4	83.6	43.4	41.7	27.9										
Q9Y2C4	Nuclease EXOG, mitochondrial OS=Homo sapiens OX=9606 GN=EXOG PE=1 SV=2	12.108	1																				
Q9P107	GEM-interacting protein OS=Homo sapiens OX=9606 GN=GMIP PE=1 SV=2	12.101	2	458.1	439.8	408.9	287.8	176.9	111.8	57.1	28.8	19.1	11.6										
Q9HD34	LYR motif-containing protein 4 OS=Homo sapiens OX=9606 GN=LYRM4 PE=1 SV=1	12.065	2	187.4	178.9	185.6	178.1	142.8	76.4	26.2	13.2	7.5	3.8	6.7	8.2	9.4	28.2	69.5	119.4	155.8	190.9	205.6	206.3
Q9NUP1	Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Homo sapiens OX=9606 GN=BLOC1S4 PE=1 SV=1	12.056	2	153.7	171.7	154.8	141.8	117.9	87.6	64.6	55.7	27.7	24.5	7.3	13.4	11	47.5	107.5	137.5	148.2	173.6	175.4	178.6
Q8NHV4	Protein NEDD1 OS=Homo sapiens OX=9606 GN=NEDD1 PE=1 SV=1	12.049	3	160.4	153.2	155.8	137.5	118.1	113.3	69.5	41.1	31	20.1	15.7	24.7	31.5	59.4	105.2	119.1	146.1	160.2	163.5	174.7
P60033	CD81 antigen OS=Homo sapiens OX=9606 GN=CD81 PE=1 SV=1	12.041	1	167.6	164.9	176.4	164.8	129.5	94.6	39.1	30.2	17.8	15.1	19.2	18.2	18.7	32.4	88.8	117.7	167.1	170.2	189.2	178.5
Q11206	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 OS=Homo sapiens OX=9606 GN=ST3GAL4 PE=1 SV=1	12.038	3	179.6	179.4	178.7	178.9	133.6	84.5	26.7	18.9	10.8	9	7.4	9.9	11.1	27	90.8	122	168	182.7	177.2	203.9
Q9UP83	Conserved oligomeric Golgi complex subunit 5 OS=Homo sapiens OX=9606 GN=COG5 PE=1 SV=3	12.033	3	176	183.7	187.9	130.4	90.2	69.7	47.8	45.1	37.1	32.2	7.4	10.4	14.8	37.8	81	99.4	131.2	195.7	209.5	212.7
Q08426	Peroxisomal bifunctional enzyme OS=Homo sapiens OX=9606 GN=EHHADH PE=1 SV=3	12.026	1											14.2	23	36	98.6	199.8	199.9	313	335.9	367	412.7
Q96DF8	Splicing factor ESS-2 homolog OS=Homo sapiens OX=9606 GN=ESS2 PE=1 SV=1	12.018	2	107.5	111.2	113.7	106.6	103.8	100	81.7	93.4	88.7	93.5	28.6	25.2	18.2	53.6	101.2	113.5	142.5	158.6	178.4	180.4
Q13751	Laminin subunit beta-3 OS=Homo sapiens OX=9606 GN=LAMB3 PE=1 SV=1	12.016	2	184.2	156.6	188.5	156.2	112.6	76.6	47.2	28.6	28	21.5	13.9	21	31.9	43.1	78.2	98.5	151.9	185	184	192.6
O95466	Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3	11.996	1											32	49.2	33.3	69.9	125.8	177.2	262.6	314.4	426.3	509.4
P54259	Atrophin-1 OS=Homo sapiens OX=9606 GN=ATN1 PE=1 SV=3	11.993	2	149.4	152.4	153.6	133	122.6	92.8	63	57.9	45.2	30	38.5	44.8	50	70.8	106.5	113.9	131.5	148.1	146.8	149
Q7L8W6	Diphthine--ammonia ligase OS=Homo sapiens OX=9606 GN=DPH6 PE=1 SV=3	11.984	2	205.8	203.1	213.3	168.6	106.5	54.9	21.4	13.1	7.1	6.3	10.4	14.3	26	43.4	78.7	105.9	144.2	170.3	201.7	205
P62277	40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2	11.96	3	173	193.8	207.3	149.6	97.2	92.7	38.6	25.8	13.3	8.7	21.7	24.9	31.4	45.9	93.6	77.8	120.4	174.4	195.6	214.4
Q9UFG5	UPF0449 protein C19orf25 OS=Homo sapiens OX=9606 GN=C19orf25 PE=1 SV=2	11.956	2											108.3	99.6	103.3	134.7	188.9	220.9	236.3	277.9	308.5	321.6
Q9BYD1	39S ribosomal protein L13, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL13 PE=1 SV=1	11.954	3	357.9	412.8	445.4	306.9	190.4	119.6	64.7	39	33.8	29.6										
P80297	Metallothionein-1X OS=Homo sapiens OX=9606 GN=MT1X PE=1 SV=1	11.947	2											166.7	124.8	9.2	66.6	293.5	292.4	306.7	235.6	289.6	214.9
Q9UID3	Vacuolar protein sorting-associated protein 51 homolog OS=Homo sapiens OX=9606 GN=VPS51 PE=1 SV=2	11.917	2											15.9	18.2	30.4	43.2	133.3	160.6	304	367.1	421.7	505.7
P48426	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens OX=9606 GN=PIP4K2A PE=1 SV=2	11.911	1											30	23.6	22.3	29.8	63.7	124	292.6	443.6	474.9	495.5
P30825	High affinity cationic amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC7A1 PE=1 SV=1	11.879	2	160.8	163.8	167.9	150.2	126.7	104.2	44.6	34.6	27.1	20.3	12.9	20.2	20.5	45.2	91.5	113	164.7	160.2	184.4	187.5
Q15386	Ubiquitin-protein ligase E3C OS=Homo sapiens OX=9606 GN=UBE3C PE=1 SV=3	11.874	2	212.3	213	214	177.6	84.6	42.2	26.3	12.3	10.4	7.2	18.1	17	24.1	41.7	70.5	101.5	147.9	172.5	202.4	204.2
Q13572	Inositol-tetrakisphosphate 1-kinase OS=Homo sapiens OX=9606 GN=ITPK1 PE=1 SV=2	11.85	2	186.6	174.8	182	154.2	126.3	63.9	50.4	29.1	17.5	15.1	7.4	9.6	11.6	29.6	53.4	98	148.4	207	212.4	222.5
Q9BRA0	N-alpha-acetyltransferase 38, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA38 PE=1 SV=1	11.849	2											28.5	23.8	25.4	51.2	101.5	173.9	305.4	388	422.8	479.5
P33981	Dual specificity protein kinase TTK OS=Homo sapiens OX=9606 GN=TTK PE=1 SV=2	11.845	1											18	19.9	19	61.7	135.7	185.1	277.6	364	440.9	477.9
O15530	3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens OX=9606 GN=PDPK1 PE=1 SV=1	11.835	2	259.9	239.4	231.5	133.7	59.5	27.6	14	14.5	10.1	10	4.1	4.4	6.9	9.8	19.7	31.1	118.5	223.8	283.7	298.1
Q9H4H8	Protein FAM83D OS=Homo sapiens OX=9606 GN=FAM83D PE=1 SV=3	11.825	2	211.1	216.4	206.1	167.7	92.1	49.6	25.9	16.4	9.4	5.3	5.7	8.4	14.7	27.6	52	84.9	166.3	205.9	209.2	225.1
O60518	Ran-binding protein 6 OS=Homo sapiens OX=9606 GN=RANBP6 PE=1 SV=2	11.817	2	216.5	226.1	209.7	151.2	80	45.8	24.7	18.1	15.2	12.8	12.6	14	23.8	50.7	79.4	91.6	137.2	165.2	214.9	210.7
Q9H633	Ribonuclease P protein subunit p21 OS=Homo sapiens OX=9606 GN=RPP21 PE=1 SV=1	11.808	1	193.7	179.8	186.6	144.8	122.7	66.7	44.4	25.5	20.8	14.9	8.7	14.3	24.3	26.5	86.4	107.9	153.6	170.9	211.2	196.3
Q86YS7	C2 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=C2CD5 PE=1 SV=1	11.78	3											22.1	24.3	31.1	62.1	139	219.5	308.4	361.7	405.1	426.7
O94906	Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1	11.759	2											69.6	94.6	44.9	182	275.5	262.9	273.3	243.2	251.2	302.8
Q9Y4K0	Lysyl oxidase homolog 2 OS=Homo sapiens OX=9606 GN=LOXL2 PE=1 SV=1	11.756	2											29.9	37.3	49.3	79.2	156.3	186.8	289.4	352.7	400.1	419
Q9BUK0	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 OS=Homo sapiens OX=9606 GN=CHCHD7 PE=1 SV=1	11.747	2	143.8	149.9	142.1	147.5	130.6	89.2	59.1	53.2	49.1	35.5	42.6	42.9	19.6	62.2	108.8	120.8	138.5	153	152	159.5
O75886	Signal transducing adapter molecule 2 OS=Homo sapiens OX=9606 GN=STAM2 PE=1 SV=1	11.741	2	188.9	164.4	194.5	177.5	125.4	71.7	41.7	16.7	11.8	7.5	19.9	22.7	22.9	45.8	82.2	105.4	137	194.1	160.9	209.2
O14727	Apoptotic protease-activating factor 1 OS=Homo sapiens OX=9606 GN=APAF1 PE=1 SV=2	11.738	2											16.5	25.7	22.5	60.5	125.5	174	273.4	370.8	440.3	491
Q9H467	CUE domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CUEDC2 PE=1 SV=1	11.736	2	155.8	160.2	159.1	149	118.9	96.8	56.1	33.3	36.7	34.1	65.7	70.5	19.2	85.3	101.7	116.5	126	139	137	139.1
P49754	Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens OX=9606 GN=VPS41 PE=1 SV=3	11.736	2	198.3	200.5	197.3	152.1	95.8	62.1	35.5	21.9	19.4	16.9	19.3	20	16.2	32	58.4	80.9	154.4	193.7	209.6	215.8
O43924	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta OS=Homo sapiens OX=9606 GN=PDE6D PE=1 SV=1	11.729	2	169.2	158.1	170	164.4	136.9	98.3	41.4	26.2	19.9	15.6	32.8	38.1	30.2	60	95.2	129.2	148.4	147.9	164.9	153.4
Q9BSB4	Autophagy-related protein 101 OS=Homo sapiens OX=9606 GN=ATG101 PE=1 SV=1	11.717	1	185	177.3	171	149.8	130.3	81.6	43.4	32.9	17.2	11.4	6.6	12.3	19	36	83.9	108.3	143.6	163.5	195.4	231.4
Q9H9S3	Protein transport protein Sec61 subunit alpha isoform 2 OS=Homo sapiens OX=9606 GN=SEC61A2 PE=2 SV=3	11.701	1																				
Q9NRP4	Succinate dehydrogenase assembly factor 3, mitochondrial OS=Homo sapiens OX=9606 GN=SDHAF3 PE=1 SV=1	11.696	2											26.2	20.4	16.3	34.5	82.1	162.1	313.8	421.5	447.2	475.9
Q9NYM9	BET1-like protein OS=Homo sapiens OX=9606 GN=BET1L PE=1 SV=1	11.688	2	234.1	226.2	242.9	236.3	204.4	198.6	172.8	166.9	163.2	154.6										
P53801	Pituitary tumor-transforming gene 1 protein-interacting protein OS=Homo sapiens OX=9606 GN=PTTG1IP PE=1 SV=1	11.681	1	158.5	157.8	163.2	150.6	110.3	95.3	55.1	50.5	33.9	24.8	26.3	26.9	19.3	56.3	103.2	115	152.7	152	171.6	176.7
Q9Y2H6	Fibronectin type-III domain-containing protein 3A OS=Homo sapiens OX=9606 GN=FNDC3A PE=1 SV=4	11.675	2	349.4	318.1	237.6	45.1	21.3	9.1	5.1	5.6	4.4	4.3	5.8	4.2	4.7	4.6	9.5	17.7	37.3	221.9	324	370.3
Q9BV29	Coiled-coil domain-containing protein 32 OS=Homo sapiens OX=9606 GN=CCDC32 PE=1 SV=2	11.673	2	237	215.2	240.8	226.6	213.4	209	164.7	172.5	162.3	158.6										
O75191	Xylulose kinase OS=Homo sapiens OX=9606 GN=XYLB PE=1 SV=3	11.658	2											16.7	16.1	22	49.4	106.7	109.7	268.2	443.5	469	498.6
P62995	Transformer-2 protein homolog beta OS=Homo sapiens OX=9606 GN=TRA2B PE=1 SV=1	11.65	2											70.6	95.9	91.3	169.4	211.2	215.2	236.3	280.3	312.1	317.7
P07738	Bisphosphoglycerate mutase OS=Homo sapiens OX=9606 GN=BPGM PE=1 SV=2	11.621	2											21.5	23.6	24.6	53	129.5	210.1	344.3	417.3	375.8	400.3
Q8N488	RING1 and YY1-binding protein OS=Homo sapiens OX=9606 GN=RYBP PE=1 SV=2	11.618	2	167.3	147	161	140.6	114	78.2	60.5	47.1	42.9	41.4	46.5	25.7	24.1	50.1	82.3	134.8	145.7	142.3	172.7	175.8
Q5F1R6	DnaJ homolog subfamily C member 21 OS=Homo sapiens OX=9606 GN=DNAJC21 PE=1 SV=2	11.599	2	174.6	186.6	174.9	160.9	121.7	72.1	41.1	23.6	28.1	16.3	13.2	17.6	19.2	37.2	67.1	91.1	161.4	194.3	186.2	212.6
P42766	60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2	11.587	2	152.1	168.1	183	225.5	100.2	91.2	28.1	21.6	15.6	14.6	14.7	11.7	6.6	28.1	66.5	115.6	177.2	220.8	179.6	179.3
Q8WV92	MIT domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MITD1 PE=1 SV=1	11.571	2	355.2	352.4	349.6	290.2	260.4	175.9	89.1	61	39	27										
P54098	DNA polymerase subunit gamma-1 OS=Homo sapiens OX=9606 GN=POLG PE=1 SV=1	11.541	2	221.6	182.4	183.4	134.8	105.6	65.6	41.6	25	21.4	18.6	10.8	13.8	16.2	31.7	58	90.2	135.2	171.8	221.5	250.7
Q5EB52	Mesoderm-specific transcript homolog protein OS=Homo sapiens OX=9606 GN=MEST PE=1 SV=2	11.522	2	152.4	152.8	157.7	146	131.4	92.7	63.6	44.8	33.7	24.8	21.6	27.8	32.5	53.5	103	113.3	152	141.9	168.4	186
P83876	Thioredoxin-like protein 4A OS=Homo sapiens OX=9606 GN=TXNL4A PE=1 SV=1	11.509	1	126.5	126.4	167.9	163.1	195.5	147.8	42	19.4	7.5	3.8	4.1	5.5	9	41.8	139.4	159.9	171.4	166	150.6	152.4
Q587I9	Vesicle transport protein SFT2C OS=Homo sapiens OX=9606 GN=SFT2D3 PE=2 SV=1	11.507	2	133.2	123.3	143.7	134.2	118.1	103.2	72.9	68.4	56.2	46.9	18.9	19.9	23.1	37.6	81.9	104.1	153	178.7	180.1	202.7
