Accession	GeneName	Description	PG.Qvalue	S0.1	S0.2	S0.3	S3.1	S3.2	S3.3	S6.1	S6.2	S6.3	S9.1	S9.2	S9.3	S12.1	S12.2	S12.3	S24.1	S24.2	S24.3
Q9BU02	THTPA	Thiamine-triphosphatase	1.52E-31	267719.6563	300346.875	331662.9688	326731.5625	286380.4063	293164.25	267535.75	311161.75	290126.25	272195.25	278781.0938	281176.5938	277284.375	306919.7813	270903.0313	266775.0625	296062.9063	279723.125
Q9BU23	LMF2	Lipase maturation factor 2	7.56E-15	389633.9375	564254	643720.875	470126.25	571759.25	514285.9063	594161.1875	540489	465691.0313	474914.7188	492890	351249.0313	492347.4375	333812.2813	472069.4688	405411.9375	514929.875	534816.5
Q9BU61	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	2.03E-29	134202.4063	148340.9063	149140.4063	139432.6875	129626.2813	121339.2813	146074.8594	170239.7344	151192.9063	149740.3906	153937.9219	140903.9063	130900.2656	134699.7344	129076.7344	98422.02344	108572.0469	127154.5938
Q9BU64	CENPO	Centromere protein O	5.92E-20	35086.16016	30058.32227	23998.07227	15191.11816	36477.67969	35383.32031	52529.23047	39907.19922	40555.71484	36593.18359	21072.94531	11473.89648	23239.61719	63759.37109	51376.54297	19984.87695	17868.77539	21313.76172
Q9BU70	TRMO	tRNA (adenine(37)-N6)-methyltransferase	0.000446431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9154.925781	NaN	11260.67871	4407.015625	NaN	NaN
Q9BU76	MMTAG2	Multiple myeloma tumor-associated protein 2	2.27E-35	251734.2344	257469.0469	256868.1094	259175.25	248614.8438	253706.9688	265042.2188	290158.4063	286267.5938	270907.9375	265428.3438	278432.25	276373.4688	259920.9219	255894.4844	282877.7813	283686.4688	310063.9063
Q9BU79	TMEM243	Transmembrane protein 243	4.52E-05	721.2901611	3046.144775	NaN	NaN	4309.305176	NaN	NaN	NaN	NaN	NaN	NaN	4026.876709	NaN	3512.073975	3167.098389	4301.617188	651.3909302	707.1764526
Q9BU89	DOHH	Deoxyhypusine hydroxylase	1.40E-34	176597.3594	197119.25	176275.9063	190783.2656	186069.3594	174214.8281	189149.9063	206537.4219	184807.7656	191730.3438	206663.5781	177392.9844	171166.8125	158663.9844	149530.1875	148517.1094	146219.8125	144715.0938
Q9BUA3	SPINDOC	Spindlin interactor and repressor of chromatin-binding protein	5.84E-33	49167.16016	49405.81641	48236.39453	42698.16797	38539.40234	45553.75	41286.09766	39821.15234	49231.21484	40397.89844	36738.16406	40093.44141	45542.96484	45734.55469	38163.58203	41842.25781	44585.87891	39602.76953
Q9BUB4	ADAT1	tRNA-specific adenosine deaminase 1	3.43E-05	924206.8125	80798.35156	96473.83594	NaN	113682.9766	64253.14844	65535.93359	NaN	166589.6719	128032.2734	NaN	49727.18359	49604.82031	86160.90625	91913.54688	26098.17383	NaN	21366.93945
Q9BUB5	MKNK1	MAP kinase-interacting serine/threonine-protein kinase 1	9.24E-30	425059.3438	386574.5938	404374.625	432009.4063	399379.7813	420243.375	372693.9375	375318.4063	386982.5625	421049.4688	353773.2188	371737.5938	360382.2188	369633.0625	372784.875	276241	231715.9844	275606.0625
Q9BUB7	TMEM70	Transmembrane protein 70, mitochondrial	5.67E-32	69566.6875	77304.01563	74742.07813	70308.02344	71064.58594	67285.07813	90613.875	81004.51563	77451.78125	76871.86719	95228.79688	66068.60156	96284.375	102682.9453	92979.96094	106236.9219	95131.78125	104092.1953
Q9BUE0	MED18	Mediator of RNA polymerase II transcription subunit 18	8.38E-29	90963.76563	89516.64063	83904.77344	80996.29688	76577.24219	84643.19531	83136.74219	95243.90625	87013.1875	87121.89063	100807.0313	90981.57031	91683.19531	92012.67188	93689.3125	99151.8125	103023.2188	91446.23438
Q9BUE6	ISCA1	Iron-sulfur cluster assembly 1 homolog, mitochondrial	2.12E-32	728885.1875	841121.5	989322.0625	745430.0625	1049426.875	871894.8125	1278420.75	996720.6875	1108497.75	994975.75	951163.5625	741011.9375	800805.75	889557	926791.125	939606.5625	1000013.188	744860.5625
Q9BUF5	TUBB6	Tubulin beta-6 chain	3.17E-54	1204044	1292381.875	1299469.5	1289620.625	1246035.5	1230056.625	1343909.875	1253538	1347713.75	1340572.375	1346820.5	1337232.75	1324998.75	1320158.25	1388755.875	1590862.375	1519289.625	1582879.125
Q9BUH6	PAXX	Protein PAXX	2.87E-33	89030.29688	97166.02344	124124.7344	109683.9063	102909.9141	107186.4844	117157.9141	108163.1641	96583.48438	102896.6797	99315.78125	98549.01563	102089.9844	84059.92969	92191.5625	82635.51563	111934.9063	98138.53125
Q9BUI4	POLR3C	DNA-directed RNA polymerase III subunit RPC3	9.99E-33	187563.3438	178322.9219	190277.4844	176701.4375	223347.8438	221721.25	204439.125	135112.5	167046.4844	203919.6719	172260	199497.4219	257945.6875	254417.8594	248880.2969	242127.5	292674.25	265502.6563
Q9BUJ0	ABHD14A	Protein ABHD14A	0.001527608	NaN	30557.14258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21841.67188	NaN	25266.60742	NaN	NaN	NaN
Q9BUJ2	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	1.61E-41	382625.9063	404548.5625	387237.4375	389919.1563	376917.0313	378407.6563	396909.3438	343227.8125	384337.1563	395864.9375	371134.1563	353801.5313	383527.3438	380536.4688	369688	410154.4375	420713.2813	416018.7188
Q9BUK0	CHCHD7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	4.16E-22	51463.39453	57031.37891	59148.77734	69296.55469	62485.55078	58565.92578	70430.24219	65608.54688	63993.10938	54493.80859	62973.89844	64640.35938	56011.21094	53768.60938	58153.64063	74961.92969	66097.72656	59327.41797
Q9BUK6	MSTO1	Protein misato homolog 1	4.32E-37	315274.4063	297719.3438	287500.625	283721.8125	290982.5313	286150.9063	261935.6406	299884.5313	283115.125	274475.625	267172.1563	297218.0313	269999.5625	262370.9688	246249.3906	242011.7188	207728.1406	228952.1563
Q9BUL5	PHF23	PHD finger protein 23	8.50E-25	368848.875	334096.9375	343235.9688	292883.9063	308075.2188	310654.0313	342381.7813	321551.5313	299174	337995.4375	317553.0625	285206.6563	359306.5	358809.75	309169.25	344806.6875	336465.0313	368060.1875
Q9BUL8	PDCD10	Programmed cell death protein 10	7.89E-29	137749.1719	148998.8594	149900.6094	152305.3906	141211.0156	139361.25	141327.0156	136394.4531	142293.2031	128927.3984	138034.375	116736.125	133751.8906	130571.6484	134349.6563	119498.0547	137108.4219	130881.7031
Q9BUL9	RPP25	Ribonuclease P protein subunit p25	2.05E-31	145376.1875	144776.5313	144945.3906	148580.9531	147266.9531	145991.6719	172129.0156	161712.3281	147995.6406	155276.8594	179882.7813	135245.75	156717.7031	146680.5	146214.1094	145908.6875	141382.375	144564.8125
Q9BUM1	G6PC3	Glucose-6-phosphatase 3	3.89E-32	23684.80859	44902.53906	61279.01563	35254.55859	NaN	55325.94922	NaN	24147.20117	28992.98047	42981.21094	34728.82813	31026.30664	268333.125	50093.5	51538.09375	43041.71094	43958.29688	238030.4063
Q9BUN5	CCDC28B	Coiled-coil domain-containing protein 28B	5.54E-19	110453.4375	107691.1406	108042.8438	102258.8984	131957.875	114936.5391	110011.6875	129165.1484	82465.50781	119118.9609	73634.99219	104074.2031	73375.26563	76125.40625	67963.13281	43033.39063	29061.1543	50894.83594
Q9BUN8	DERL1	Derlin-1	2.75E-25	530820	484551.7188	457288.6875	445614.2813	562129.3125	561446.5625	439425.75	313616.9688	494337.25	446776.25	424667.1563	503424	473103.2188	505418.4063	423339.8438	388315.875	356299.2188	393453.75
Q9BUP0	EFHD1	EF-hand domain-containing protein D1	2.43E-43	71760.28906	84280.52344	83741.60156	62995.45313	78942.20313	73242.78125	48954.53906	81438.57031	45691.55469	75223.27344	45312.32031	54858.15234	53952.09766	54928.21094	28154.51172	27237.5293	31296.29492	20161.83203
Q9BUP3	HTATIP2	Oxidoreductase HTATIP2	1.24E-28	68200.72656	74131.3125	79946.57813	60904.96484	61794.71484	82060.83594	66469.78906	60115.26953	68062.89844	88425.36719	81309.09375	73284.04688	83081.11719	79701.35938	68966.60938	59998.625	58601.39063	68019.72656
Q9BUQ8	DDX23	Probable ATP-dependent RNA helicase DDX23	4.16E-38	587444.4375	550076.25	570020.75	583886.5625	576803.8125	570173.5	562056.6875	539154.8125	536125.4375	576188.0625	535222.8125	515937.6563	553731.9375	578434.75	568780.3125	639203.4375	612310.5625	675687.0625
Q9BUR4	WRAP53	Telomerase Cajal body protein 1	2.44E-26	79886.65625	95157.61719	94109.39844	89616.70313	95810.71875	90522.57031	95440.01563	108654.5781	95326.45313	90442.65625	106857.9609	96823.28906	89207.03906	88884.50781	83023.27344	89397.15625	89615.08594	90017.89844
Q9BUR5	APOO	MICOS complex subunit MIC26	2.47E-34	164940.3594	156518.5469	121833.1641	114161.7422	159270.9688	117149.6797	129513.4141	112753.3984	131030.1406	95101.25781	118541.8906	64920.08594	111247.9063	95632.75781	106140.2734	127067.5781	106783.4297	111907.2969
Q9BUT1	BDH2	Dehydrogenase/reductase SDR family member 6	8.30E-31	156956.3906	150747	157207.7031	156477.25	144643.0156	155852.9844	146539.9844	131078.3281	149315.5313	148498.3281	150537.4219	158979.7656	167590.0938	175512.3281	173133.3594	211240.5	203084.1406	207478.0938
Q9BUT9	MCRIP2	MAPK regulated corepressor interacting protein 2	1.34E-21	33268.77734	37215.50781	34945.95703	32589.2793	32828.13281	25451.47852	38171.27344	39351.44922	39878.92188	31721.49609	29837.08984	24435.61523	22672.51953	37498.22656	20895.12305	16211.69727	20017.08789	28948.33398
Q9BUV8	RAB5IF	Respirasome Complex Assembly Factor 1	6.64E-31	56526.875	36305.03906	37710.8125	28813.87305	36682.25	47249.19141	25411.59766	20683.95117	9312.763672	32345.97656	18554.80078	37081.32031	45978.23828	57418.22656	62383.52344	65133.19141	53646.57813	55599.34375
Q9BUW7	BBLN	Bublin coiled-coil protein	6.01E-22	99060.16406	119485.6016	109571.0781	92044.21094	99896.92188	105134.2891	122168.8281	111803.0156	98482.35156	119371.5313	119653.5313	98520.53906	96613.25	80037.35938	100475.1406	80555.88281	84424.60156	85357.60156
Q9BUZ4	TRAF4	TNF receptor-associated factor 4	3.81E-14	273579.75	406229.25	317965.25	105876.6953	323463.6875	360260.7813	302631.6563	397356.1875	89459.3125	440229.125	398709.0625	300558.5938	393210.75	310398.375	312452.5938	295486.9688	350597.875	244238.7344
Q9BV10	ALG12	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase	6.71E-12	73698.07813	158514.1875	73105.13281	79657.1875	74442.74219	76569.44531	87794.80469	95438.71875	83129.34375	97064.85156	79734.64844	85709.80469	85159.66406	73593.5625	104977.1875	72529.28906	71040.01563	50850.45313
Q9BV19	C1orf50	Uncharacterized protein C1orf50	1.46E-26	451009.5938	444315.5938	473948.8438	519071.0625	491017.2813	384815.75	478121.1563	469566.625	557719.5	518332.25	519450.5313	476452.7188	523988.375	543711.4375	467291.75	564029.5625	525532.4375	539702.3125
Q9BV20	MRI1	Methylthioribose-1-phosphate isomerase	1.89E-37	292180.4375	290743.6875	300970.5625	287204.2813	294456.375	305087.3125	286487.4688	265726.1563	268434.0938	293594.9063	272676.2813	289895.375	288030.9688	284537.1563	285101.1563	274404.3438	287305.9375	300977.25
Q9BV23	ABHD6	Monoacylglycerol lipase ABHD6	9.24E-24	52157.08984	36768.375	42225.96094	39747.33984	56316.29297	50527.18359	48674.80859	40444.21484	41707.12891	38911.77734	36696.23047	49368.14453	47975.55859	44326.13281	48910.40625	43174.54688	44579.59766	39310.57813
Q9BV29	CCDC32	Coiled-coil domain-containing protein 32	5.75E-36	21276.19531	34427.39453	24981.22852	29272.73633	22077.82813	17509.29883	15946.60254	35973.78906	14862.47949	21648.05469	17155.19336	15109.5332	23430.35547	21609.5625	27568.53906	27512.66211	35040.63281	26046.00586
Q9BV38	WDR18	WD repeat-containing protein 18	2.51E-43	299603.6563	283124.3438	293650.125	283465.2813	274468.9375	288282.9063	263422.5625	256300	265237.6563	283432.5	269945.75	283834.0625	270604.25	286031.9375	279809.2813	271894.6563	247034.2969	267694.0313
Q9BV40	VAMP8	Vesicle-associated membrane protein 8	1.95E-26	248767	216090.4531	236519.4531	199108.5469	244788.6875	230080.8594	186296.5625	171513.1094	197607.375	227626.9375	204221	221373.7813	254426.9063	261556.5938	288384.9375	270704.2813	252194	259809.9844
Q9BV44	THUMPD3	tRNA (guanine(6)-N2)-methyltransferase THUMP3	1.37E-33	223984.9844	233695.1719	186496.5469	196632.375	198851.5469	204851	244563.3906	189608.7031	191353.0313	194546.2031	181221.4063	207420.8438	211270.1406	204274.7031	206247.8125	241506.5156	204053.0313	225389.8438
Q9BV57	ADI1	Acireductone dioxygenase	3.68E-50	186288.1094	193287.3281	224834.75	204638.0469	215602.625	200399.4688	225644.2969	238419.8281	238048.7188	240812.3906	237744.8281	227802.6719	218161.0781	223626.8125	209636.5	220844.7969	224562.8125	206513.9375
Q9BV68	RNF126	E3 ubiquitin-protein ligase RNF126	7.06E-36	112003	150010.1563	140083.0313	130694.2656	149940.9375	140732.5156	166552.2344	163434.2344	168331.5469	158835.5781	155410.875	131524.6563	125351.6016	121681.0391	114438.1328	107260.9297	102948.0859	85636.375
Q9BV73	CEP250	Centrosome-associated protein CEP250	1.41E-30	236473.1875	242039.8125	220331.6094	205570.0156	228563.8438	235246.6719	258428.5	223814.0781	224196.875	238670.4375	264846.8438	222791.5781	208484.7188	249746.2969	221772.7813	219196.6719	239618.5469	223982.0313
Q9BV79	MECR	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	1.56E-37	69792.41406	75901.75781	73985.28906	72846.48438	74847.23438	74871.8125	75409.83594	76820.14063	79391.40625	72969.99219	74142	78845.35156	76043.67188	71133.57031	69835.11719	73638.64844	72270.83594	73092.05469
Q9BV81	EMC6	ER membrane protein complex subunit 6	4.05E-22	155082.2188	147859.4375	100704.8125	174856.75	167999.9375	148424.3438	92459.3125	82794.03906	68832.96875	119389.7656	182508.7813	149243.875	156823.4375	150395.8906	153365.2813	149420.4531	141186.0313	153899
Q9BV86	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	5.23E-24	364967.0625	372770.9688	400522.4688	370392.3438	367073.8125	355508.4375	363865.6875	358038.25	365477.8438	369496.375	338596.4063	384148.875	341276.75	338658.8438	369786.3125	347028.3125	375886.4063	357388.5313
Q9BVA0	KATNB1	Katanin p80 WD40 repeat-containing subunit B1	8.09E-42	223042.4688	232583.7031	227291.75	210226.8125	217280.9531	239552.9063	235997.2656	200520.0469	193112.1719	220306.1094	230980.25	211408.625	223169.3125	218772.1719	231124.1719	209486.7188	216168.5781	208371.7969
Q9BVA1	TUBB2B	Tubulin beta-2B chain	5.26E-22	325180	288198.4375	272303.25	290383.1875	291189.7188	325806.0938	170841	252289.5781	291800.3125	308150.4063	305792.625	321185.875	329988.9063	353224.0313	358723.5625	394451.5	385590.625	386841
Q9BVC3	DSCC1	Sister chromatid cohesion protein DCC1	3.30E-32	160195.1094	141405.2656	169826.6563	156603.4531	152301.5	159139.2813	209647.9688	168332.3281	153392.3438	187445.8594	172239.1094	182019.75	141105.5781	161030	150493.125	179311.7188	155102	155243.9375
Q9BVC4	MLST8	Target of rapamycin complex subunit LST8	3.33E-35	425025.5	345562.6875	442675.7813	460299.375	424539.3125	359888.2813	426413.5313	463472.5313	438749.4688	383293.7188	451100.5938	420377.9688	341885.9688	348576.6875	312929.4063	264459.1875	264343	276105.8438
Q9BVC5	C2orf49	Ashwin	7.13E-36	231801.6406	311704	306148.9375	257931.2969	287611.125	246712.9688	283904.875	308022.6875	311036.0625	248956.3438	259760.2656	225187.1094	247723.9844	250940.9219	204860.6875	258402.5781	244506.7031	230501.9844
Q9BVC6	TMEM109	Transmembrane protein 109	2.63E-19	269184.0313	260208.6563	235319.5781	256051.2969	291630.5938	286018.4063	327793.5	265510.4063	261099.1719	260945.6094	238812.5469	253238.0156	253226.0469	292253.625	263917.3125	214752.5156	300568.9063	282270.875
Q9BVG4	PBDC1	Protein PBDC1	1.93E-41	232280.7656	244373.9688	256028.1875	246318.7344	223230.6094	228932.7031	267540.5625	261862.2188	248071.8906	259046.6406	254278.75	237558.2656	249806.7031	239955.4375	239612.6094	245738.5156	241890.9688	238319.4375
Q9BVG8	KIFC3	Kinesin-like protein KIFC3	0.000466249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99542.29688	NaN	NaN	NaN	77432.83594	NaN	64980.75391	47165.32422	63322.15625	NaN	NaN
Q9BVG9	PTDSS2	Phosphatidylserine synthase 2	2.07E-19	81833.32031	139465.6094	128927.3047	67335.52344	79043.92188	63122.12109	53290.14844	35280.31641	56956.64844	53210.17188	41827.21484	52199.46094	52478.26563	57061.54688	60451.27734	51192.32422	49369.51953	76054.5625
Q9BVI0	PHF20	PHD finger protein 20	0.000104514	75915.67969	81037.71094	100280.3828	77777.19531	93432.19531	69019.36719	25999.42188	39546.29688	43637.96094	23552.85742	49009.36719	28747.68555	35824.91016	30712.76172	25996.86133	12860.12891	16118.3291	30061.30664
Q9BVI4	NOC4L	Nucleolar complex protein 4 homolog	1.31E-31	234990.9844	200272.2656	178955.3438	186057.6094	212133.9688	238495.125	178133.4844	145431.75	176820.2031	181874.6719	157574.5781	183147.125	230934.25	224054.6094	237071.9219	214619.2031	199779.0781	229277.7656
Q9BVJ6	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A	3.57E-37	375585	396102.0938	396679.0938	410984	392749.4375	350818.7188	418922.75	439507.3438	402502.1563	425253.9688	404541.5938	360785.1875	334116.0938	338741.0313	346036.9688	313548.4063	304113.4688	284118.5938
Q9BVK6	TMED9	Transmembrane emp24 domain-containing protein 9	2.54E-32	334620.7188	337032.6563	287413.7188	297446.4688	288917.25	314802.7813	307464.5938	322084.75	289196.3438	344634.5938	308915.9375	291327.5625	332871.25	343089.8125	320180.0625	280918.7188	282453.875	305226.75
Q9BVL2	NUP58	Nucleoporin p58/p45	1.89E-23	305932.9688	355691	335166.625	340235.375	296215.1875	320907.9375	336636	357326.5625	314132.8438	286629.5313	330065.1563	310633.375	320184.25	303890.8438	299446.9063	311572.75	306759.7188	310214.4375
Q9BVL4	SELENOO	Protein adenylyltransferase SelO, mitochondrial	7.54E-30	83632.25	85173.88281	76795.79688	82016.48438	80416.21875	85640.97656	86407.53906	72252.27344	81466.10938	71244.63281	79549.39063	70188.21875	63058.57813	62153.60547	68805.54688	72172.32813	76304.61719	81198.92188
Q9BVM2	DPCD	Protein DPCD	1.24E-36	149500.1563	133589.2344	147072.1406	164315.9219	153988.5938	155123.8594	150006.4531	158011.375	147451.8125	137576.2188	131206.7813	147402.4688	134474.1875	124633.6016	128647.9141	100501.9453	107916.2266	117850.3906
Q9BVM4	GGACT	Gamma-glutamylaminecyclotransferase	1.77E-34	NaN	9246.055664	14723.09375	9782.258789	9118.538086	12491.52734	8868.25	13389.68555	13926.00781	16680.85742	11245.46191	14159.56543	10153.98242	12626.57324	11287.94727	10442.92969	9549.609375	7451.887207
Q9BVN2	RUSC1	AP-4 complex accessory subunit RUSC1	8.07E-19	154993.1406	146015.2969	99372.96094	110951.3516	119246.3516	80671.01563	130692.3438	149550.4219	111510.3359	101050.2813	104951.9766	87275.83594	99251.33594	67515.73438	98109.57031	131661.5469	116906.6328	130162.0156
Q9BVP2	GNL3	Guanine nucleotide-binding protein-like 3	7.58E-43	403202	404888.4375	387062.7188	396180	427136.6875	412605.625	423687.7813	434949.0938	417632.0938	411551.125	408742.9688	408462.125	378275.125	365514.6563	374149.375	350362.4688	349932.625	348155.1875
Q9BVQ7	SPATA5L1	Ribosome biogenesis protein SPATA5L1	2.68E-29	110019.9922	112084.8672	107142.8594	115704.1172	119638.0938	102611.5156	128375.4297	99547.64063	120065.4688	101033.6406	127896.5547	106070.8906	111059.5	119583.3125	120030.8906	111996.6563	106425.1719	107120.7266
Q9BVS4	RIOK2	Serine/threonine-protein kinase RIO2	1.51E-33	633047.5	674311.75	776688.6875	782088.75	695654.9375	674270.125	680210.5	779301.75	686541.4375	773660.4375	757682.0625	701651.5	676516.6875	719636.75	699447.125	364675.0625	345155.6875	433801.0625
Q9BVS5	TRMT61B	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	3.60E-37	13333.07715	13706.61523	14612.79395	14887.53223	11698.25977	14820.58984	12220.7959	14637.70313	14522.16211	14248.98047	12522.31836	13144.56934	9460.615234	10806.49609	10646.54688	13398.30273	10665.98633	11983.02832
Q9BVT8	TMUB1	Transmembrane and ubiquitin-like domain-containing protein 1	1.22E-26	27044.34961	27967.86719	26327.5293	25250.31836	30259.8457	24287.36328	23127.50977	11166.36133	28240.16992	18482.11328	13796.54297	14537.22559	23184.50977	14643.19531	22541.0625	26855.96289	21532.93555	27991.43164
Q9BVV2	FNDC11	Fibronectin type III domain-containing protein 11	0.000834648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83814.60938	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9BVV6	KIAA0586	Protein TALPID3	1.32E-24	19139.15234	21131.81445	22093.69336	23491.6875	18324.69531	24197.0625	16417.76953	21342.30664	29215.49219	17719.52539	15346.54688	19347.99805	15642.98926	15277.47852	15143.69531	21886.32031	14242.96875	12047.96094
Q9BVV7	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21	1.57E-16	201128.0469	189702.7188	165090.5938	146443.9375	190009.2344	193246.6563	192722.2188	174216.7188	167456.4375	180141.6875	178701.0313	206297.7344	259189.3438	238535.3438	275945.25	317504.9063	334588.625	234864.9531
Q9BVW5	TIPIN	TIMELESS-interacting protein	3.54E-34	121011.3594	130411.0547	126888.5156	145994.875	117087.8203	124872.2813	136610.4375	142792.875	144825.8594	137657.75	134207.4531	127687.3359	127403.6641	141900.8438	123732.2734	105713.0781	110390.6094	108970.0234
Q9BW19	KIFC1	Kinesin-like protein KIFC1	9.71E-36	1907131.375	2085850.5	2006095.375	2006933.5	2237241.25	2307465	2240178.75	2190327.75	2446882	2403663.75	2510506.25	2496881.5	2733240.25	2874068	2767234	3277795.75	3331032	3603454
Q9BW27	NUP85	Nuclear pore complex protein Nup85	4.90E-37	780631.625	709793.6875	635299.75	686716.3125	759371.5625	776150.1875	694229.4375	646290.8125	689991.375	647244.0625	632233.125	710561.5625	760675.4375	795898.9375	856802.4375	825844.5	813217.6875	802466.3125
Q9BW30	TPPP3	Tubulin polymerization-promoting protein family member 3	3.33E-33	87242.4375	59765.49219	65282.97656	87497.86719	93432.10156	98456.04688	91689.83594	99248.75781	83132.04688	102477.5938	113986.9922	107491.5625	126396.6719	101870.6797	108833.6563	132798.7656	155391.2344	141665.5469
Q9BW60	ELOVL1	Elongation of very long chain fatty acids protein 1	1.23E-22	132237.8906	81140.67969	98799.17969	100061.4141	83609.74219	94277.67969	96290.94531	26107.47266	66684.35938	62451.60938	61305.98047	64555.23438	87150.375	95823.89844	91712.55469	82253.78906	87013.54688	99374.57813
Q9BW61	DDA1	DET1- and DDB1-associated protein 1	6.72E-24	76821.76563	94554.21094	79490.60156	75108.01563	95623.77344	83803.22656	93220.14844	83089.6875	89478.35156	87199.64844	97279.52344	89560.38281	83792.33594	89874.67188	87592.03906	68623.86719	86064.5	83850.17188
Q9BW62	KATNAL1	Katanin p60 ATPase-containing subunit A-like 1	4.71E-26	63797.87109	67118.02344	53446.55078	58313.82031	44373.12891	57271.51172	54291.39453	57999.94531	63243.8125	59489.64063	44792.36328	43059.01172	48880.60156	51532.83203	55636.21875	53822.23438	46592.33203	37697.10547
Q9BW66	CINP	Cyclin-dependent kinase 2-interacting protein	5.93E-24	25660.66211	31861.32227	32191.10156	26423.70508	27020.17383	24272.57617	27748.93945	23650.89258	38281.80078	28174.87109	24821.13281	25073.13867	20655.39063	29071.75586	21189.27734	28301.16797	19790.98828	14805.38965
Q9BW71	HIRIP3	HIRA-interacting protein 3	1.83E-43	309963.5	325420.6563	329602.9375	341033.1875	335017.1563	325416.875	345302.25	353938.0938	330306.0625	370427.75	375142.7813	330311.7188	341381.625	312952.5625	321566.4063	364020.5938	363751.8125	376792.7188
Q9BW72	HIGD2A	HIG1 domain family member 2A, mitochondrial	2.83E-19	97779.40625	84298.5	102470.5313	94988.23438	111536.1094	115822.2656	121790.0938	145781.9063	117949.6563	119248.6172	130004.0547	125826.3594	146182.4531	122627.6953	102519.4141	134527.1875	103148.4297	121471.6953
Q9BW83	IFT27	Intraflagellar transport protein 27 homolog	2.59E-42	126464.7813	143218.7031	137560.0938	132130.75	148748.1719	137713.7031	143133.9375	140926.6719	128521.3594	151692.1563	149299.2344	136627.9375	133416.875	137638.9375	138968.75	130946.625	137295.0469	125639.2891
Q9BW85	YJU2	Splicing factor YJU2	1.32E-33	259581	271178.9688	316439.7188	268983.9375	279990.9688	293340.9375	369335.7813	360333.25	330910.75	290342.0625	301445.875	285890.4375	269041.7188	293603.875	254944.1094	231416.3438	259411.6094	250211.3281
Q9BW91	NUDT9	ADP-ribose pyrophosphatase, mitochondrial	6.99E-25	168659.7344	188799.1563	173966.7188	181661.625	170094.3438	170004.5625	189521.5	188099.2188	171096.5156	171999.9219	174074.0781	145057.1094	155042.6719	146364.2188	147398.2813	146651.5	156179.9844	157304.5
Q9BW92	TARS2	Threonine--tRNA ligase, mitochondrial	6.64E-41	290680.0625	274359.1875	248171.5	259499.4688	259564.4063	271983.75	233143.6094	213530.1563	244779.4531	241628	208217.7969	236751.75	279464.0625	279849.9375	285425.5938	301862.1563	279317.375	313535.6563
Q9BWC9	CCDC106	Coiled-coil domain-containing protein 106	9.05E-28	71061.67188	52563.67188	64727.71875	54659.49219	58177.92188	54660.21875	44352.42578	46351.68359	41772.87891	43854.60156	38698.98047	48408.06641	35153.57031	43712.10547	47337.57813	34292.11328	33770.24219	27404.89648
Q9BWD1	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	4.58E-28	421932.75	438511.0313	397936.8438	447206.5625	402147.875	421144.0938	417431.2188	436415.0938	414778.3125	465498.7188	435552.5625	441995.125	450871	427841.0938	422183.6875	421979.9063	388428.0313	396994.7188
Q9BWE0	REPIN1	Replication initiator 1	4.63E-22	9592.585938	10282.08594	11716.77441	10671.39453	6936.162109	8271.478516	12095.95215	9098.064453	12737.51172	8403.953125	7194.805664	8782.097656	6277.141602	8628.130859	4258.709961	6833.092773	10782.85059	10952.08691
Q9BWF2	TRAIP	E3 ubiquitin-protein ligase TRAIP	3.26E-30	227699.4688	499319.75	262970.9063	392084.875	215650.5781	281882.9375	263688.0313	441583.25	243240.0469	351189.4063	223860	261752.5938	292578.2813	264361.9688	256856.0938	255752.4219	216308.8594	243071.7813
Q9BWF3	RBM4	RNA-binding protein 4	2.08E-34	196726.375	209919.9531	210829.0313	236717.2969	216793.8281	233417.3594	256450.5469	283362.75	273079.0313	278442.4688	256858.0938	231547.0313	241762.6563	241434.8438	216993.4688	212844.9375	214715.625	205983.9688
Q9BWG6	SCNM1	Sodium channel modifier 1	6.30E-28	208540.5313	209261.0156	161928.5781	186018.8125	177511.9219	175888.0625	176180.7031	227180.8438	181777.75	152438.6094	167532.5313	167999.1719	162369.5	147034.875	152547.3906	157699.4375	153980.125	152960.6563
Q9BWH2	FUNDC2	FUN14 domain-containing protein 2	2.55E-13	75265.15625	103180.6875	102593.8516	97496.5625	91829.96875	88050.40625	74781.78906	86174.61719	76218.23438	59343.14453	57991.23438	74902.39844	57317.58594	63204.53125	71072.34375	64210.46875	54299.13281	46001.91016
