Accession	Description	Sum PEP Score	# Unique Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3
Q9NUP1	Biogenesis of lysosome-related organelles complex 1 subunit 4 OS=Homo sapiens OX=9606 GN=BLOC1S4 PE=1 SV=1	10.006	2	771324.5625	206657.0938	971494.75	264457.1875	781935.875		661547.875	203213.8594	722225.1875	193520.6094	731215.875		690758.8125		752783.75		657832.1875		687887.4375	245753	558306.5625	347912.2813	690914.8125	332068.5313	281868.25	588073.3125	524618	509818.2813		499534.6875
P04156	Major prion protein OS=Homo sapiens OX=9606 GN=PRNP PE=1 SV=1	10.005	2	871264.625				854892.5		1303242.563		1286436.5		1308612.813		295031.2188		492126.7813		603731.375		807532.125										643062.875	
P40425	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2	10.001	2																														
Q02388	Collagen alpha-1(VII) chain OS=Homo sapiens OX=9606 GN=COL7A1 PE=1 SV=2	9.992	4							880392.5				713460		949922.8125		801227.5		692442.25				751427.625		887864.1875		505449.7188	369322.5625		716286.9375		503807.125
Q96PM5	RING finger and CHY zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RCHY1 PE=1 SV=1	9.992	3	516284.4375		741552.5625				410005.75		356731.5625				510054.5938		296743.5		431992.625				407916.625									
Q96EU7	C1GALT1-specific chaperone 1 OS=Homo sapiens OX=9606 GN=C1GALT1C1 PE=1 SV=1	9.989	2	992279.625		1490906.25		1494229.5		1213779.125		1127517.5		1167933.875		848090		1110922.75		1155821.375		1460399.75		1113835.25		1120094.625							
Q8N5G0	Small integral membrane protein 20 OS=Homo sapiens OX=9606 GN=SMIM20 PE=1 SV=3	9.988	1	2552733.25	732617.9375	2500331.25		3052225.25		2059326.375		2195121.25		1888847.875	1852304.625	2632411.5		2151197.5	1109280.5	2120955.5	752050.5	2184402.75	1086593.875	1683185.5	752064.6875	1468546.375		1174615.75	2155931.5	963103		1309935.375	2898114.75
Q5HYJ3	Protein FAM76B OS=Homo sapiens OX=9606 GN=FAM76B PE=1 SV=3	9.954	3	436269.3438		637398.375		803028.4375		685361.8125		628857.4375		476155.25		443046.875		530306.9375		427048.0313		607687.9375		419676.5		359141.7188		322508.6563		217608.9844		461877.8125	
P20851	C4b-binding protein beta chain OS=Homo sapiens OX=9606 GN=C4BPB PE=1 SV=1	9.946	3	551681.625		1813481.563	327115.4688	2135682.063	527452.25		850288.3438		538209.625		711065.4375		1319945.656		1078851.563		663765.625		405359.5625		629588.625		1216160.469		868653.9375		674825.0625		
P16383	Intron Large complex component GCFC2 OS=Homo sapiens OX=9606 GN=GCFC2 PE=1 SV=2	9.941	2	1544659		2562403.5		2636606.25		2340820		1976663.75		1836669.25		1420579.75		1381869.5		1314233.375		1412851.75		1126186.75									
P05166	Propionyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCB PE=1 SV=3	9.908	2	1701156.188	530650.9375		824387.125	1605728	1159895.125		619397.5		779248.9375	355887.9063	538597.9375		462641.0313		601997.875						876841.25								443722.375
Q96EN8	Molybdenum cofactor sulfurase OS=Homo sapiens OX=9606 GN=MOCOS PE=1 SV=2	9.907	3	613194.9375		769021.125		1068248.75		959790.875		958789.3125		695368.3125		621131.6875		716411.875		489183.3125		682665.875	454112.375	565128.4375		755917.6875		357390.3438	1953178.125	492715.8125	1766528.125	584661.25	
O14681	Etoposide-induced protein 2.4 homolog OS=Homo sapiens OX=9606 GN=EI24 PE=1 SV=4	9.894	3	932860.8125		1077589.125		1214383.875		863452.0625		3838020	129154.7891	717342.4375		1263916.5	264558.8125	860795.1875		1270184.094	184592.5781	874989.6563	443624.3438	2402482.688		799264.3125	588810.25	346912.1563	1645339	593304	1812382.813	1371127.188	2129348.813
Q9NXA8	NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Homo sapiens OX=9606 GN=SIRT5 PE=1 SV=2	9.886	2	889215.6875				1240584.875								1025040.563						1013903.75		1037960.25		1049518.25		710775		745331.375		775316.8125	
Q92685	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG3 PE=1 SV=1	9.872	1	1427249.5	185626.875	1591073.375		1402712.875		948750.25	400945.4063	1217411.75		1166497.25		1295446.5	500979.8125	998569.625	408468.25	1218118.25	506909.125	1085419.375	596443.5625	1136904.875	503655.625	1202235.5	729918.875	797721.625	977073.0625	933959.875	1190683.875	897041.0625	1262338.625
Q9BV29	Coiled-coil domain-containing protein 32 OS=Homo sapiens OX=9606 GN=CCDC32 PE=1 SV=2	9.856	1	573486.125		1412993.625		625854.0625		793041.25		760409.125		635962.6875		1006273.313							992269.0625						1254331.125		1144864.625		1233674.375
Q15542	Transcription initiation factor TFIID subunit 5 OS=Homo sapiens OX=9606 GN=TAF5 PE=1 SV=3	9.842	4			417502.8438		446524.2813		452897.5625								501113.9688				394613.25						369813.5313				474163.125	
P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Homo sapiens OX=9606 GN=HMGCR PE=1 SV=1	9.84	2				318292.25										597859.375				569562.3125		748594.25		639430.1875		1302718.75		991848.625		1240569.25		1377490.5
Q9BVG8	Kinesin-like protein KIFC3 OS=Homo sapiens OX=9606 GN=KIFC3 PE=1 SV=4	9.834	3											875773.6875						960397.5625								355751.5625					
Q9H967	WD repeat-containing protein 76 OS=Homo sapiens OX=9606 GN=WDR76 PE=1 SV=2	9.827	2		351262.5313						281529.3125										327612.8125						392428.7188		319724.0313		1205095.375		1274156.5
Q96Q40	Cyclin-dependent kinase 15 OS=Homo sapiens OX=9606 GN=CDK15 PE=1 SV=2	9.817	1														1074902.25		792847.9375		1035776		1391612.5		1608491.75		2146545.5		3260645.75		3788606.5		3551698.75
Q567V2	Mpv17-like protein 2 OS=Homo sapiens OX=9606 GN=MPV17L2 PE=1 SV=2	9.8	3	2250914.563		2721461.375		2897928.688		2453028.438		2235941.375	3725365.75	1896146.188	637502.875	2041622		1140448.5	1179867.125	1539568.875	1665872.25	1420833.813		762868.8125		686368.0625	1995470.5						
Q86YS7	C2 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=C2CD5 PE=1 SV=1	9.793	4	1116690		1048160.031		1198722.375		1998652.625		1109960.375		1095715.5		662133.8125		1194376.344		1147915.594		574532		654681.9375		1007184.25		566152.1563					
P42126	Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1	9.786	4	45681088.31	756509.5625	57842361	1080341.125	63297889.63	1069708.875	59003712	4996922.5	53820260	4703735	48892444	4191425	57808408	12003750	53088548	11912076	60062080	13022673	48771252	16326561	46216720	16212867	54629156	20010908	31501512	39098556	36802908	47086548	37117244	46246832
P54792	Putative segment polarity protein dishevelled homolog DVL1P1 OS=Homo sapiens OX=9606 GN=DVL1P1 PE=5 SV=1	9.782	2	162653.2344																													
P45984	Mitogen-activated protein kinase 9 OS=Homo sapiens OX=9606 GN=MAPK9 PE=1 SV=2	9.752	2	2402085.5		2073829		2951550.063		1611663.313		2359030.875		1175513.313	228129.6406	3070630.188		2131464.719		2195205.625		2301636	555169.0625	2707993.688	247075.8906	2104698.313	445432.7813	1622667.719	646660.25	1496135.75	668106.8125	2173156.813	480044.3125
P13498	Cytochrome b-245 light chain OS=Homo sapiens OX=9606 GN=CYBA PE=1 SV=3	9.736	2	509245.2188	494291.0625	550520.1875		553215.375		265352.75	768637.5313		615344.875		1341714.688		945147.5625		1065100.313		334497.375		981153.875		715658.75		1771734.438		1760760.438		2483975		2199141.938
Q96G04	Protein-lysine N-methyltransferase EEF2KMT OS=Homo sapiens OX=9606 GN=EEF2KMT PE=1 SV=2	9.734	3	1445311.188		2210692.344		2715617.063		941223.4688		1968879.688	1586843	1541296.359	3118852.5	1489208.922		1155152		1314554.25		336885.1875	428637.1875	1010225.219		386573.1875			443261.4688		521739.4063		687884.75
Q13901	Nuclear nucleic acid-binding protein C1D OS=Homo sapiens OX=9606 GN=C1D PE=1 SV=1	9.732	3	3245110.875	1871877.25	2680204.375		2953786.625	2422832.5	1401422.375		2776380.688		852513.9375		1542312.875		1357031.063		1518433.781	1906101.375	1353676.375	1524050.75	1448165.344		1533578.156	1625545.375	849916.0625	3268495	633153.5625	4459194.5	812957.4375	3399691.75
P53680	AP-2 complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=2	9.705	3	5627016		4543314.5		5252809		5564117	775670.125	3880490.5		5574573	932150.1875	4773239	1090474.125	4446163	1207826.625	3479822	983913.0625	4409075.5	1716614.375	3760248.75	1463026	5006028.5	1992976.25	2999715.75	6154456	3307095.5	6704790.875	3579223.5	7323022.25
Q9UBY9	Heat shock protein beta-7 OS=Homo sapiens OX=9606 GN=HSPB7 PE=1 SV=1	9.705	2	1054012.125		1201572.625		988810.5625		1149001.5		923446		1507994								859216.625		934370.875		1228164		998733.1875					
Q14145	Kelch-like ECH-associated protein 1 OS=Homo sapiens OX=9606 GN=KEAP1 PE=1 SV=2	9.698	3	10990444.63	578203.75	12133100	303331.25	16868711		10844882.94	1575341.625	10961127.44	1719290.375	9665819.844	1600327.75	8888288.563	3584808	8184951.625	2075440.25	7435554.625	2740884.75	6400415	3553331.5	6040246	3320235.5	6270940.5	4567479.5	4498816.5	4482855	4925144	5054978.5	7666682.375	5722610.5
Q96GX5	Serine/threonine-protein kinase greatwall OS=Homo sapiens OX=9606 GN=MASTL PE=1 SV=1	9.678	1																														
P36941	Tumor necrosis factor receptor superfamily member 3 OS=Homo sapiens OX=9606 GN=LTBR PE=1 SV=1	9.663	1																														
P02042	Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2	9.66	2	12138954.5		7298230.75		13672608		7934279.125		8890537		13019087		9352899		9255421.375		11192974		8289581.25		9617460		12521685		5748885.75		7159086.625		4837080.5	
P10253	Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4	9.657	3	726468.3125		620368.3125		577928.875		608634.0625		646039.125		491607				364205.4375		619732.25		506912.1563		369548.4063		485218.4063				507825.9688			
Q8TDH9	Biogenesis of lysosome-related organelles complex 1 subunit 5 OS=Homo sapiens OX=9606 GN=BLOC1S5 PE=1 SV=1	9.657	2	513391.1563		613234.4375		704407.3125		402059.4375		492737.0625		676820.9375		517699.4063		514053.5938		468226.2813		1033378.031		447851.5938		581869.0625		1351845.625		1651530.125		2039093.875	
Q15628	Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Homo sapiens OX=9606 GN=TRADD PE=1 SV=2	9.651	2	1254393.75		1605799.594		1540985.969		1362410		998411.3125		956862.5		1390454.188		496641.875		1384837.219		891267.4063		986820.5938		356339.9063		290621.4375				360567.9688	
Q53H47	Histone-lysine N-methyltransferase SETMAR OS=Homo sapiens OX=9606 GN=SETMAR PE=1 SV=2	9.65	3	368793.75		1184360.219	290933.0313	503954.875	440585.75	493679.2813		1023429.531	524773.75	692351.4375		561176.625	294739.0313	504287.2813	394151.4375							654771.8125							
P09758	Tumor-associated calcium signal transducer 2 OS=Homo sapiens OX=9606 GN=TACSTD2 PE=1 SV=3	9.641	3	492852.9063		419112.4375		600274.3125		578838.125		386708.0938		658644.625		499664		311994.3438		292498.5				339633.5938		401329.125		240662.9531					
Q9P0U4	CXXC-type zinc finger protein 1 OS=Homo sapiens OX=9606 GN=CXXC1 PE=1 SV=2	9.632	3			543180.3125		517754.5625				403163.125		194813.9375								311722.4688		493602.9063		198144.0156				311445.8125			
Q5TAX3	Terminal uridylyltransferase 4 OS=Homo sapiens OX=9606 GN=TUT4 PE=1 SV=3	9.606	3										3314264.5				2130885.25	509932.3438	807325.375	368001.5	928305.0625	647324	484617.75	564716.625	508779.5	873616.3125		1990435.375		2418337.25		2545749.5	
Q6P4E1	Protein GOLM2 OS=Homo sapiens OX=9606 GN=GOLM2 PE=1 SV=2	9.603	2	2020090.563		2484370.125		2338019.75		1097103.875		1608162.563		1593802.313		1516294.125		1024391.25		1422864		1225078.375		915994.8125		758959.5625		834966.625		848284.875		771518.75	
Q8N4Q1	Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens OX=9606 GN=CHCHD4 PE=1 SV=1	9.6	1	1271957.75		1207293.625		1737118.5		789807.4375		873242.8125		505070.9375		723995.1875		652522.375		633118.75		824544.4375		1004568.063		748566.1875		405776.9063		479457.75			
Q2TB10	Zinc finger protein 800 OS=Homo sapiens OX=9606 GN=ZNF800 PE=1 SV=1	9.598	3								495164.4688						1019190.625				778496.4375				368639.9063								
Q14686	Nuclear receptor coactivator 6 OS=Homo sapiens OX=9606 GN=NCOA6 PE=1 SV=3	9.597	3	428998.8438		1024429.656		1360790.25	782999.5625	851082.125		389882.8125		411704.5938		806103.625	1850031	452099.0938			1371035.875		1804469.125	463536.2188		524498.5					954695.75		
P43155	Carnitine O-acetyltransferase OS=Homo sapiens OX=9606 GN=CRAT PE=1 SV=5	9.579	2	1196249.375		1544604.875		2009457.5		2626773		5065062.5		2414688.25						5323646.75													
P14384	Carboxypeptidase M OS=Homo sapiens OX=9606 GN=CPM PE=1 SV=2	9.574	2	942390.4375		956544.125		1017851.563		920388.0625		818167.1875		684312.375		798078.5		632664.4375		538073.4375		632741.4375		619837.3125		516264.1563		908502.625		689273.875		832062.9375	
Q9BUB7	Transmembrane protein 70, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM70 PE=1 SV=2	9.558	2	1621305.75		1478635.375		2351793		1209535.625		1232466.25	375524.9063	1242038.5		1268285	604837.5625	1031807.938	787500.8438	1160900.875	232427	1415985.25		1108553.25	341535.3125	1558912.75	792885.4063	919141.3125	1998866.5	1055439.875	2322632.875	923038.1875	2081669.125
Q9Y6X9	ATPase MORC2 OS=Homo sapiens OX=9606 GN=MORC2 PE=1 SV=2	9.527	3	2637379.813	680182.6875	1692315.875		3094383.688	331361.1875	1747927.813	222578.0938	3066840.219		2084241.844	778771.25	2303290.406	1246606.281	1894553.469	975582.3438	2081587.281	866914.875	1063552	1316176.688	1442816.656	1251722.188	2332227.656	1369563.063	1407824.625	2791973.375	1616970.031	2595281.375	1533446.313	3111191.75
Q00536	Cyclin-dependent kinase 16 OS=Homo sapiens OX=9606 GN=CDK16 PE=1 SV=1	9.525	1																														
Q9GZN1	Actin-related protein 6 OS=Homo sapiens OX=9606 GN=ACTR6 PE=1 SV=1	9.522	2	1314170.5		1299624		1058066.625		1036090.5		684034.0625		826123.625		887715.6875		1102678.625		888463.6875		820465.3125	1007006.438		461599.1563		547750.125	625481.1875	774383.125				944094.25
Q8TAA5	GrpE protein homolog 2, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL2 PE=1 SV=1	9.52	2	3326822.594		3615019.688		2850067.938		3277628.375		2170930		4152069.906		2149849.75		3218710.969		2043899	684300.0625	1389900.5	593175.9375	1866179.75	609433.5	3176022		1679621.125	637280.75	1920705.375	499325.4688	1606242.625	612009.0625
Q9UNK0	Syntaxin-8 OS=Homo sapiens OX=9606 GN=STX8 PE=1 SV=2	9.514	3			322390.8438		399702.0938		292464.7188		190222				1854017.438				1984668.906		1771750.25				270571.9375		3005208					
Q9P2K8	eIF-2-alpha kinase GCN2 OS=Homo sapiens OX=9606 GN=EIF2AK4 PE=1 SV=3	9.511	4	1695887.063		1932598.375		2275904.313		1426841.625		2820610.563		2764338.25		1895241.5		2551826.188		2283660.75		1548790.75		2641117.938		2040261.063				1270786.125			
Q6UUV9	CREB-regulated transcription coactivator 1 OS=Homo sapiens OX=9606 GN=CRTC1 PE=1 SV=2	9.507	2	1403621.625	503404.625	2107196.75	358763	1782770.5	519479.125	2406779.188	415434.0625	2152308.688	417477.2813	3076307.563	373532.5625	1129725.5	441981.2813	2379922.375	400672.2813	2511886.188	554433.6875	1299560.125	476930.7188	1925455.375	457747.75	2197424.375		1822470.75	557994.8125	1566009.625	609096.0625	1388158.75	529314
P60059	Protein transport protein Sec61 subunit gamma OS=Homo sapiens OX=9606 GN=SEC61G PE=1 SV=1	9.493	2	3223756.5		2931840.5	1324008.5	2712642.5	1609794.125	2132384		3077923.75	2009440	2567522		1988149.625	1799127.25	2185764.75		1518688.25		2122421.25	1473838	1284206.875					1349939.5		1278622.5		1189412.25
Q96CN9	GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GCC1 PE=1 SV=1	9.481	4	749758.75	862902.9375	599324.4688	768320.0625	987090.2188	880066.375	577656.6094	589394.875	652310.4063	549132.875	538799.9375	525882.3125	268194.9688	649119.8125	524543.3594	803758.75	638202.7969	558845.625	206976.7813	659273.1875	301403.5938		482920.1563	766300.6875		380346.9063		446806.75		
Q96RQ3	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC1 PE=1 SV=3	9.478	2	596397.4375		741785.5625		1054477.5	1052246	657996.0625		651118.1875		627273.375		922517.5		689513.625	645385.5	582609.9375	714136.8125	579315.9375	437791.9063	429792.4688	505572.375	481203.0313	520391.0938						
Q8NG68	Tubulin--tyrosine ligase OS=Homo sapiens OX=9606 GN=TTL PE=1 SV=2	9.471	3	514329.75		781105.625		1109275.719		585313.8125		626123.9375		405748.8125				453772.9375		482868.4375		819379.875				350656.8125							
Q9NP80	Calcium-independent phospholipase A2-gamma OS=Homo sapiens OX=9606 GN=PNPLA8 PE=1 SV=1	9.449	3	520325.75	14001981	1267160.5	13493049	357664.4375	15829238	1354774.875	17361786	960405.2813	24923312	1224578.344	23729824	3448144.563	25500556	1790943.063	23532720	1015012.563	22128532	1311753.125	17470230	1328468.266	25032226	1641355	22963482	1157235.688	9750758	876103.6875	13205606.38	1312205.438	10624245
Q14781	Chromobox protein homolog 2 OS=Homo sapiens OX=9606 GN=CBX2 PE=1 SV=2	9.443	1																258815.6406		175407.1211		124058.6094		223338.8203		323925.4688		105267.5547		157120.6719		566230.25
Q96NT0	Coiled-coil domain-containing protein 115 OS=Homo sapiens OX=9606 GN=CCDC115 PE=1 SV=1	9.431	2	1788557.188		2157962.5		3409883.625		1894329.25		1632658.406		1833380.563		2453732.625		1801319.875		2282814.813		2624403.875		1282892.719		1813005.375		1186330.375	597805.8125	1356722.781	588188.375	1199857.781	682782.375
P63272	Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1	9.428	2	7330305.5		6178191		6176106.5		5486528	1335140.5	6091033.5	1078974.5	6276592.5	1398848.813	5931500.5	3131161.625	5627800	2967718.75	4872528.5	2447563.5	5493897	3860069.75	5131462	3633144.125	5656487.5	3976458	2610713.25	7156790.5	2855702.75	8237652.75	3147077	8991666.25
O00754	Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3	9.426	3																														
Q9NYA1	Sphingosine kinase 1 OS=Homo sapiens OX=9606 GN=SPHK1 PE=1 SV=1	9.426	2	2589935.125		2741750.375		3035282		2224013.375		2389403		2423187.625		2341485.375	512548.4375	1651578.063		1870443.375	438549.0625	1211275.125	710918.4375	1177359.406	632728.1875	1099766.25	670627.8125		1027537.875		969897		1133708.625
Q86VI4	Lysosomal-associated transmembrane protein 4B OS=Homo sapiens OX=9606 GN=LAPTM4B PE=1 SV=2	9.425	2	402938.2188	458211.75	479473.4063		848206.8125	436388.4688		630048.75	244693.1094	508512.1875	350463.0313	1071390.875		1056231.375		941386.1875		1166101.813		2007300.5		1803403.844		2029986.094		2606206.313		3257916.188		2998791.125
P02753	Retinol-binding protein 4 OS=Homo sapiens OX=9606 GN=RBP4 PE=1 SV=3	9.407	1	441949.1563												1579425.094	431433																
P52657	Transcription initiation factor IIA subunit 2 OS=Homo sapiens OX=9606 GN=GTF2A2 PE=1 SV=1	9.391	2	1737527.281		1664412.75		1098980.719	79893.6875	1311394.063		1331776.469	91749.44531	1326638.281	134233.625	1545971.156		1318668.531	89162.07031	1487555.844		1071573.313	387883.3203	1549879.625	325588.4063	1544448.016	427825.2813		292158.0938	540689.9375	1051651.594	466748.125	946262.2969
Q9H0R6	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial OS=Homo sapiens OX=9606 GN=QRSL1 PE=1 SV=2	9.391	3	395846.2188		3436708.188		3431029.75				3692366.219		502059.9063		666885.6875		5488542.5		4850086.938		2649145.594		4803843.5		2415954.75							
P27216	Annexin A13 OS=Homo sapiens OX=9606 GN=ANXA13 PE=1 SV=3	9.369	1			459365.0625				755984.25		908296.4375				581899.1875		564260.6875		694832.5		817116.125				834245.25							
P13716	Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1	9.366	2	842734.4375		1699173.75		1256042.875		1562339.688		2160917.438		1539928.313		1107873.875		877351		1372735.313		667190.5		1155072.938		2055876.125		514548.5				471882.875	
Q5ZPR3	CD276 antigen OS=Homo sapiens OX=9606 GN=CD276 PE=1 SV=1	9.365	1	2332214.438		1860177.125		2428256.313		1732479.313	163209.9531	2127470.438		1610258.469	178945.0781	1486082.813	495815.25	1469612.594	726569.0625	1867368.813	744260.7969	1663998.313	979521.0938	2138142.188	1338406.125	1739515.625	880897.25	945844.7813	1996154.625	1226229.5	2669071.188	1139157.375	3169708.25
P45877	Peptidyl-prolyl cis-trans isomerase C OS=Homo sapiens OX=9606 GN=PPIC PE=1 SV=1	9.362	3	2037522.688		2115916.188		2613299.313		573294.5625		1730824.875		1723726.063		646632.25		427624.7813		1410702.625		1879466.875		1288460.5		410588.9063							
Q9H7C9	Mth938 domain-containing protein OS=Homo sapiens OX=9606 GN=AAMDC PE=1 SV=1	9.35	2																										864011.75		808609.5		782949.6875
Q6NUQ1	RAD50-interacting protein 1 OS=Homo sapiens OX=9606 GN=RINT1 PE=1 SV=1	9.346	3	1566602.625	651633.25	1925939	726462.6875	1657633.625		1516807.25	663961.6875	1116982		1950065.688	1292462.5	1621143.938	1240847.125	1123586.375	1145237.5	1212928.25	1221099.125				550258.1875	378390.6875	840576.4375		1065237.75	1038984.578	1237697.75	293710.7188	1311243.375
O75648	Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Homo sapiens OX=9606 GN=TRMU PE=1 SV=2	9.334	1	398119.625	960172.8125	638160.0625		1026233.063	1209652.25	648960.5625	754883.4375	590989.875	830542.4375	512104.1875		777507.4375		651386.6875	788825.5625	384210.5625			650484.375				632586.875		732712.25		772095.3125		589329.1875
Q32NC0	UPF0711 protein C18orf21 OS=Homo sapiens OX=9606 GN=C18orf21 PE=1 SV=1	9.302	2	1977549.516		773848.1016		1262464.969	729910.5	1743098.438		1068927.406	446541.4063	811863.7422	140219.0313	1605794.688		1410603.828		1330145.25		1388385.875		1018238.344	207849.25	721136.125	287920.6875	266964.7188		188385.9375	350482.6563	1417138.625	
Q9HAP6	Protein lin-7 homolog B OS=Homo sapiens OX=9606 GN=LIN7B PE=1 SV=1	9.302	1																														
Q9C0E8	Endoplasmic reticulum junction formation protein lunapark OS=Homo sapiens OX=9606 GN=LNPK PE=1 SV=2	9.276	3	1329017.281		1200053.438		1596440.5		1380224.813		1340394.25		1105338.844		1796509.438		1302950.531		429990.9688		2072067.469		302404.25		1050845.875		245821.5156					
Q9BSY4	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5 OS=Homo sapiens OX=9606 GN=CHCHD5 PE=1 SV=1	9.275	2	842709.875		827594.75		955795.9375		412651.8438		553724.625		576045.5625																			
Q9NYJ8	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 OS=Homo sapiens OX=9606 GN=TAB2 PE=1 SV=1	9.23	1	276148.0625		490972.4063	905485.3125	552953.5	1117887.625	243785.8906		331654.625		281915.2188															564304.5				
O94766	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 OS=Homo sapiens OX=9606 GN=B3GAT3 PE=1 SV=2	9.229	2	393079.875		423730.7813		513037.125				296271.9375		365788.9063						368193.4688		376568.75		331094.8125									
Q9UK97	F-box only protein 9 OS=Homo sapiens OX=9606 GN=FBXO9 PE=1 SV=1	9.215	3	995966.5313		1267484.563	226676.9219	1625251.625	346269.4375	1285945.688		1369609.313		917316.5		1245874.938		580028.6875		1256998.781		1096906.813		849585.0313		1188253.406							
Q8NEZ2	Vacuolar protein sorting-associated protein 37A OS=Homo sapiens OX=9606 GN=VPS37A PE=1 SV=1	9.209	1	733962.0625	2230898.375	534595.5	972265.25	823903.9375	3665231.5	491989.2813	2710507.75	506540.0313	1370917.125	566330.3125	1177183.625		3905415.375	614455.0625	2000963.75	446090.7813	1252893	532949.625	3213800	470539.1875	1131928.375		1685360.125		557132.4375		1234839.125		1612492.375
Q8N302	Angiogenic factor with G patch and FHA domains 1 OS=Homo sapiens OX=9606 GN=AGGF1 PE=1 SV=2	9.204	3																						123792.2344			47107.73438		101679.0078		93622.42969	188699.6875
Q99759	Mitogen-activated protein kinase kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP3K3 PE=1 SV=2	9.202	2																														
Q9NP64	Zinc finger CCHC domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ZCCHC17 PE=1 SV=1	9.147	2	7095676.719	5362665	321909.8438	475608.6875	7213948.313	7922859.375		1854743.25		951679.9375	274094.2188	1491188.5	7391150.813	3270980	231907.6875	3279123.75	264615.6563	553542.375		2775527.063				4003658.063		8531591.25		11510439.5		11398178
O95684	Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1	9.135	2	493101.75		697235.5625	360447.75	720855.9375	492496	596084.9375	509495.6875	523100.9688		538076.875		500249.9063		381503.8125		648785.25		511023.0938		432793.9375		490085.8438							
Q93083	Metallothionein-1L OS=Homo sapiens OX=9606 GN=MT1L PE=2 SV=1	9.127	1	748248.125		1757897.125		2755782.5		2232563.5		2754545.25		1497363.125		2616860.5		2199428.25	229594.7969	2622276.25	557117.3125	1738366	745838.8125	1419051.75	352380.75	1269904.75	365733.8438	516662.1875	748547.5	453866.0313	496397.9688	678221.4375	709765.875
Q6NUT3	Major facilitator superfamily domain-containing protein 12 OS=Homo sapiens OX=9606 GN=MFSD12 PE=1 SV=2	9.1	2																										417960.9688		550838.375		488175.5625
P56378	ATP synthase subunit ATP5MJ, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MJ PE=1 SV=1	9.098	1	8145187.5	656990.1875	8386958	416626.25	17446421	1321407.125	12619709.25	1682039	10156206.25	2095108.813	8915593.875	1125536.969	7861554.25	3147283.25	6177683	2221177.375	6005259.5	3414426.313	6961584.75	4627473.5	7448152.625	4219403.688	6077238.375	3103540.375	4005107.25	5877172	4519844.25	9058550.75	7032786.75	10241044.25
Q96ES7	SAGA-associated factor 29 OS=Homo sapiens OX=9606 GN=SGF29 PE=1 SV=1	9.09	3	865274.5469	3732890.75	1960381.906		2621974.469		2309927.969		2266906.563		614242.9375				739276.4063		687005.5313		639135.25		1636906.719		473682.4375		1246375.125					
P42574	Caspase-3 OS=Homo sapiens OX=9606 GN=CASP3 PE=1 SV=2	9.084	1																				496376.8125		528181.25		628339.9375		1100140.5		1314600		1163280.75
Q8N5C7	tRNA-uridine aminocarboxypropyltransferase 1 OS=Homo sapiens OX=9606 GN=DTWD1 PE=1 SV=1	9.078	2	901548.0938		785590.5625		962556.2188		1104972.094		1012778.344		858406.5938		830311		760613.875		901836.0313		344732		716885.6563		456130.6875		636092					
