Accession	Description	Sum.PEP.Score	X..Unique.Peptides	Y1L_1	Y1H_1	Y1L_2	Y1H_2	Y1L_3	Y1H_3	Y3L_1	Y3H_1	Y3L_2	Y3H_2	Y3L_3	Y3H_3	Y6L_1	Y6H_1	Y6L_2	Y6H_2	Y6L_3	Y6H_3	Y9L_1	Y9H_1	Y9L_2	Y9H_2	Y9L_3	Y9H_3	Y24L_1	Y24H_1	Y24L_2	Y24H_2	Y24L_3	Y24H_3	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
Q9UL26	Ras-related protein Rab-22A OS=Homo sapiens OX=9606 GN=RAB22A PE=1 SV=2	30.135	3	2755265.031	NA	3042384.531	NA	780913.25	NA	2705634.563	NA	1700157.281	NA	1935975	NA	1839526	NA	2096286.844	NA	2240594.25	NA	2332134.719	NA	1555810.938	NA	2433221.563	NA	NA	NA	NA	NA	NA	NA	4678757.375	NA	4775723	NA	3994282.281	NA	4407883	NA	4851341.063	NA	3782949.375	NA	3417953.438	NA	3629815.094	NA	3428679.875	NA	3384577.813	358091.3438	2654543	272083.9688	2892296.531	NA	294068.75	419563.5	316025.3438	630416	1987619.375	720443.625
Q9UL33	Trafficking protein particle complex subunit 2-like protein OS=Homo sapiens OX=9606 GN=TRAPPC2L PE=1 SV=1	2.312	1	1330361.5	NA	1903233.875	NA	1931318.25	567234.375	892187.6875	NA	1223011.906	NA	865795	NA	805090.875	NA	930147.875	NA	885999.0625	NA	1322337.406	NA	1056395.719	788763	755271.875	NA	516214.0938	NA	450557	NA	440773.7188	1484674.375	NA	NA	NA	NA	NA	NA	1591235.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UL40	Zinc finger protein 346 OS=Homo sapiens OX=9606 GN=ZNF346 PE=1 SV=1	46.873	7	4829156.5	1147311.5	5787555.75	651226.125	7514947.125	NA	5268944.75	NA	5226025.5	NA	4594629.75	NA	5061040.375	566296.125	5182499.125	NA	4881137.5	436679.5938	4443030.438	1214580.813	7923181.125	813632.125	4244556.563	332630.1875	2602472.625	1116128.875	1765674.375	571740.25	2591603.25	2101215.438	4656632.563	508154.5938	9725364	677805.3125	7416458	NA	5479475	399477.375	5601613	NA	4411571.5	438290.4375	4189136.5	432198.625	3999194.125	457306.375	4163833.875	941581.25	1375301.625	170197.75	3060209.5	1338992.906	2818785.938	1039378.031	976978.1875	2762218	1225745	3461849.188	1294888.625	2409832
Q9UL46	Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4	164.972	14	48624955.63	4832882.313	47543345.5	3042314.656	49968144.5	3666568.781	53198303.47	3493950.094	45279610.09	3705945.859	50026508	6816513.781	54123252.25	16251584.44	43373547.66	9731805.438	56157211.63	9190425.125	39885327.94	15185748.69	47662464.13	13324645.63	35749507.75	15827340.94	24034598.75	41393114.38	26196613.5	36812410.63	28004187.06	45284459.63	84068051.63	5086756.438	99001419.5	NA	83253785.88	1565774.359	86139822	6372749.75	68103268.88	8310269.125	73493626.69	8406789.813	66067142.88	17261853.69	68382526	13456778.97	61312338.13	13781002.16	54988413.94	24995986.88	56327395.13	19513756.34	67090992.69	20277542.63	28887897.75	34753247.5	29009926.13	31087866.31	39375873.19	41937541.94
Q9UL63	Muskelin OS=Homo sapiens OX=9606 GN=MKLN1 PE=1 SV=2	59.861	8	11314163.69	2614316.75	7924984	3713318.281	13321014.69	2062979.156	9932501.063	2058905.563	5853917.125	4879807.906	5252872.563	1031244	3522268.281	8302272.313	6307460.281	5194598.063	2949363.656	4059032.719	1322112.531	6332968	2800640.813	5692783.781	1183250.688	9783935.594	NA	6047566.875	NA	5881169	NA	9224386.25	5109495.313	NA	7695124.844	1984336.5	5813485.938	2504100.25	2992569.875	NA	2365599.25	1364251.781	2791715.281	NA	1339346.75	406881.6875	1172952.5	NA	2526026.563	NA	885675.5	332813	NA	333670.2188	331390.8125	402646.8125	NA	1926485.875	NA	1228866.813	NA	467675.1563
Q9ULA0	Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=2	21.116	5	2043304.313	NA	2553762.188	NA	1025148.938	NA	903374.5625	NA	1272669.969	NA	1144671.063	NA	790345.75	NA	2456625.938	NA	1942089.125	NA	733550.5625	NA	1058856.125	NA	2233115.125	NA	1353948.406	NA	517164.375	NA	1268968.313	NA	6990384.125	NA	8926571.25	451553.3438	7881227	NA	6687582.5	NA	6918458.625	281335.9063	7651164.938	NA	8076813.063	635397.375	7815247.25	292513.6563	6016637.594	421360	6183623.313	1150863.438	4116276.281	1290025.469	5750383.375	632388.75	2466122.188	1633904.656	3043406.406	1027715.406	1824458.844	1994906.094
Q9ULC3	Ras-related protein Rab-23 OS=Homo sapiens OX=9606 GN=RAB23 PE=1 SV=1	3.987	1	625623.4375	NA	598784.1875	NA	684299.0625	NA	415893	NA	465703.1563	NA	457501.0313	NA	545935.25	NA	450064.2813	NA	596985.6875	NA	414079.9688	NA	NA	NA	544630.625	NA	NA	NA	NA	NA	NA	NA	1495512.188	735725.1875	3460350.375	1048931.875	3339798.25	781414.9375	2219328.875	840787.0625	3967538	581257.5	1621501.063	727848.5625	1577926.188	6606647.813	1704486.922	6803313.875	1758508.047	3960069.188	2927762.297	1339472.438	1450510.375	905837.25	1797733.938	3510159.375	3923208.25	690652.1875	2236666.625	5019469.25	2595687.844	966961.625
Q9ULC4	Malignant T-cell-amplified sequence 1 OS=Homo sapiens OX=9606 GN=MCTS1 PE=1 SV=1	192.739	13	52979987.84	15758977.78	68037581.53	17169580.08	72743682.38	15564562.28	56713906	28682125.22	56830922.97	18964744.69	49877847.23	28362043.94	64454167.75	44390006.25	48170366.59	31918048.91	48878821	36190303.59	53829796.5	34516863.63	43822335.94	35375983.72	52859236.31	39534729.88	30138918	57202038.5	39192536.72	57216112	32949509.5	61952914.44	49935536.16	11438947.69	53055121.94	14739875.09	53169311.69	10516820.38	64429727.06	20262976.91	51900612.5	16548288.66	55036347.19	15352996.28	52200033.22	16709351.53	52117685.69	16769417.19	53437963.19	18403552.66	48099455.13	20491898.84	50807865.34	18287162.61	48666157.63	21660247.47	20594770.78	25557840.53	23241137.94	23958295.88	26729831.47	31844378.78
Q9ULC8	Palmitoyltransferase ZDHHC8 OS=Homo sapiens OX=9606 GN=ZDHHC8 PE=1 SV=3	2.036	1	567932.75	3128299.25	587202.875	1386621.125	655964.6875	1414285.875	583117.125	1396513.625	570714.125	1232452.5	531672.5	3229448	568778.4375	2050330.625	416531.2813	2139851	NA	1834150.5	620540.25	1481396.5	531516.375	2427118	NA	3575134	328949.625	NA	395304.4375	1868049.25	487717.5313	NA	525315.5625	3676720.75	888829.1875	4711202.5	957369.5625	4868987	1034147.313	2450832.5	907620.1875	1996028.125	1048644.25	1557473.5	811674.375	1531696.875	776388	1708678.375	691217.4375	1132416.625	1034808.688	1737511.875	935459.5	2199809.5	952529.5625	1574334.25	523434.1875	2078262	NA	2542677	552156.4375	NA
Q9ULD2	Microtubule-associated tumor suppressor 1 OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=2	28.99	5	3034960.031	NA	4716141.375	NA	4771250.125	1441849.5	3221772.688	NA	2640787.375	703155.25	3247439.063	NA	4075580.844	NA	2718912.75	NA	2774071.344	713825.4375	539219.25	915197.0625	1000380.203	NA	1937883.406	NA	NA	1300410.125	NA	1641475.375	NA	2491652.625	1739001.719	NA	1781556.125	NA	1697927.438	978892.875	1583519.563	NA	1078882.281	NA	1061120.094	NA	677931.3125	859017.5625	1226969.813	NA	1439939.031	NA	499329.1875	NA	1221725.156	NA	659466.4688	518880.875	NA	2047007.781	504118.4688	2388179.563	NA	2417829.313
Q9ULG6	Cell cycle progression protein 1 OS=Homo sapiens OX=9606 GN=CCPG1 PE=1 SV=3	33.197	8	2897473.656	5450705.625	3342305.281	5125734.313	3670092.813	5599939.539	1017335.078	8204917.25	1875330.594	8240425.828	2028432.188	6346754.469	2170511.875	12470404.44	1529647.906	11021537	1795202.656	11719799.16	1997712.172	14473615.19	2128670.5	15340842	1776815.531	13877439	2970016.75	14235678.38	3102883.75	15829125.81	3878048.5	16897248.13	539636.6563	1477841.656	1295428.875	777309	748168.5938	1565817.219	441990.8125	2197360.688	NA	1038030.531	624314.1719	1097724.375	222178.4219	2631980.719	357306.1875	4169727.594	NA	2402732.438	255922.5469	5438246.922	NA	2517886	NA	3190710	294219.4688	4167183.047	NA	5370565.531	432589.6875	4273530.469
Q9ULH0	Kinase D-interacting substrate of 220 kDa OS=Homo sapiens OX=9606 GN=KIDINS220 PE=1 SV=3	4.361	1	558514.8125	7907065.5	2743891.625	8096319.5	943217.25	11349176	977047.875	7108354.5	852242.75	6915840	971192.625	6776243.5	NA	9260995.375	1978961.688	5935515	3368644.875	6345595	1199422	6983917.5	NA	7509928	2177128.438	7109669	NA	5632457.563	611184.8125	5228852	1060740.375	6067296.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULJ3	Zinc finger and BTB domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZBTB21 PE=1 SV=2	3.313	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULK4	Mediator of RNA polymerase II transcription subunit 23 OS=Homo sapiens OX=9606 GN=MED23 PE=1 SV=2	12.905	4	4195772.844	3143072.75	4609696.938	223109.25	4920192.188	1531968.484	3591118.438	1663629.922	3273836.938	316968.6563	2569892.094	427982.4688	3818494.219	3100528.531	2561295	2582337.5	2438252.344	532578.25	2741080.219	745331.25	2064885.469	1791773.813	1867494.688	870256.125	2072727.125	2705467.594	2519466.469	3815979.688	2738908.469	4539861.625	2603671.688	217416.8438	2946146.75	155411.5	2691184.563	NA	2463248.5	184422.875	1280766.188	171865.2188	2400044.375	NA	2497108.094	515933.8594	2629824.031	558824.7813	2308332.891	234758.9219	1026861.938	724099.875	2328938.906	707389.3594	2469278.156	663616.9844	2310807.531	1381407.5	2483235.313	1374782	2172137.188	2328105.063
Q9ULM6	CCR4-NOT transcription complex subunit 6 OS=Homo sapiens OX=9606 GN=CNOT6 PE=1 SV=2	1.896	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULP9	TBC1 domain family member 24 OS=Homo sapiens OX=9606 GN=TBC1D24 PE=1 SV=2	20.438	4	1082794.563	NA	2082011.688	NA	4702246	NA	2512047.688	1625060.375	929174.375	1912041.75	516893.2813	1585052.875	1757119.625	4011533.25	2489426.375	3191161.5	NA	NA	2010817.125	5435531	1007821.5	NA	566179	NA	401689.125	NA	NA	NA	536590.8125	NA	2705174.813	2049361.25	6176242.188	1870196.625	2976677.063	NA	5230500.625	NA	3292901.375	NA	3852981.375	NA	2900679.063	NA	3230469.5	NA	3347415.375	NA	4963425.063	NA	2617437	NA	3790761.813	NA	1967985.469	NA	1997441.188	1713432.375	1981366.125	1917715.75
Q9ULR0	Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens OX=9606 GN=ISY1 PE=1 SV=3	92.514	14	17628803.34	17940803.5	19747035.56	16960001.44	23948506.19	26394280.56	16427042.38	16449500	16040887.91	17026922.56	15291441.34	16449705.83	16455347.16	23101839.44	13490989.63	18758582.69	18449322.03	16244448.03	10749615.38	21925904.44	10413140.44	19162818.84	11714718.28	28639252.56	3471270.859	25962494.78	5849655.031	26828285.63	5403032.625	27858073.13	17899755.89	3009356.516	26815336.44	3786916.875	19622694.22	4538574.75	22039988.06	3837713.688	19871300.75	10120122	19179239.66	3461618.344	18518830.66	3653554.813	15288391.56	3255695.828	14742819.75	3199089.438	11835045.3	3702038.188	10405179.28	4797760	10948997.19	5076747.906	3874089.391	5107635.25	5309946.219	6529527.938	5061241.281	5933290.563
Q9ULT8	E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens OX=9606 GN=HECTD1 PE=1 SV=4	129.718	28	32906179	10091837.69	35092469.38	8208776.344	44530969.41	11044646.97	37469523.5	9551896.688	36147523.11	11494865.95	36209725.94	8456742.328	37611621.44	15987712.13	30572854.69	8839785.969	32666937.72	8272054.078	28237809.34	10832653.72	24690665.11	12307332.86	32469562.5	13995440.41	18411522.72	27215204.25	18422128.03	31182297.59	21563712.47	30163693.34	16263241.17	1645475.719	20012146.25	7516700.867	16424797.34	1754929.688	22813296.08	2578724.578	19327632.63	1809046.313	20729568.19	2608647.547	14179464.34	2136980.844	16129834.19	2645845.031	14564826.74	2956958.563	16383006.36	2600785.016	16163922.78	1270406	15565418.56	1918190.578	5321235.172	5000929.625	5389175.859	7378031.906	5485186.016	4364222.422
Q9ULU4	Protein kinase C-binding protein 1 OS=Homo sapiens OX=9606 GN=ZMYND8 PE=1 SV=2	23.611	7	3787279.625	NA	4108633.313	252607.5313	3507946.594	319000.5313	4316129.656	337811.9063	4226222.656	666304.9688	3235160.156	627975.75	2784765.469	451209.5625	4227593	492498.1563	2180038.578	NA	2193082.359	330237.9063	2455829.328	208306.3906	2420874.844	238351.2813	675819.375	1001498	981820.0781	886453.25	677992.8125	960081	1298392.25	1752731.5	3742190.438	2616349.5	3644060.125	847010.1875	3905961.5	2865201.875	3237190.813	1497657.125	2750223.688	2300994	3532866.875	2626293.172	3017421.688	1962368.156	3021449.5	2260878.25	2479027.25	1802107.688	2411372.438	1890452.781	2494197	2836427.563	1277934.688	1780269.688	1947242.188	2192804.75	1919046.5	1346304.438
Q9ULV3	Cip1-interacting zinc finger protein OS=Homo sapiens OX=9606 GN=CIZ1 PE=1 SV=2	7.072	2	814182.375	459147.75	1201324.625	355660.3125	1331637.625	512118.375	898924.625	585537.8125	1013982.375	NA	885004.6875	NA	1026677.125	994178.4375	761749.8125	611220.75	1009127.438	NA	756036.6875	655279.5	974848.5625	NA	941684.4375	NA	NA	619710.125	NA	714595.375	NA	715846.5	NA	329352.5313	NA	NA	NA	384364.8125	NA	NA	NA	635350	NA	NA	NA	452499.875	NA	662709.1875	NA	535357.0625	NA	581052.4375	NA	516029.3438	NA	597175.375	NA	479744.0313	NA	481134.5313	NA	585554.1875
Q9ULV4	Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1	350.905	28	222598576	5528009.203	218968495.8	1614591.75	254289479	3298867.391	198432704.5	13497519.13	201234889.8	9394420.391	209578970.5	14537801.33	220813622.2	26570230.34	185623916.5	28898729.72	175893014.3	30559622.16	191246023.2	53562070.06	156445795.6	48269157.41	191723799.7	49687835.91	114166966.7	117295667.5	118754759.7	122674393.1	140452788.2	133903981.8	233093932.9	5693398.094	276479035.3	7300916.844	255318448.4	7601061.406	264657519.9	13722014.75	255775338.7	14499697.34	229613561.3	15875460.47	217539948.3	31389986	224700017.7	32340901.28	213308032.6	30431723.75	198838035.8	48435269.33	199465242.4	45419328.06	195222246.4	45377849.63	125236783.3	88158862.25	123730562.3	94719656.25	138386700.2	92052527.09
Q9ULW0	Targeting protein for Xklp2 OS=Homo sapiens OX=9606 GN=TPX2 PE=1 SV=2	356.687	35	67986866.2	8094686.938	75867643.42	9644856.734	85241268.69	8444445.938	47596280.86	25212575.06	47535216.06	23260349.84	43223907.78	26114068.91	36701441.22	48248998.72	26541532.55	37981959.75	25930573.59	38997688.72	19205543.25	60552028.88	15636256.86	46875699.72	18392515.81	53066893.88	17762406.28	59338566.38	20596224.91	57867700.75	23271098.03	57232704.19	226156472.7	13216597.02	291462220.9	13406282.44	245764755.1	15771035.09	242024170.5	37640550.41	216756410.3	31211246.36	210207897.2	29884412.32	151314122.6	65026580.38	165078050.2	66121704.13	152277552.1	69554718.31	105561573.3	90317967	104801791.2	87439591.06	111587474.9	87841067.84	26042889.09	118809864.6	24863226.41	115708490.7	23255854.44	124418652.9
Q9ULW3	Activator of basal transcription 1 OS=Homo sapiens OX=9606 GN=ABT1 PE=1 SV=1	5.216	2	3921486.688	NA	2431668	NA	3887030.25	NA	2100512.688	NA	2552752.813	NA	952862.3125	NA	1003347.125	NA	1524986.75	NA	NA	NA	801257.3125	NA	NA	NA	707034.6875	NA	NA	NA	666068.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULX3	RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1	74.833	13	62274395.38	1391842.898	68994899.66	598434.1875	79564607.88	16740514.3	57847313.06	11464616.27	64214227.09	14065078.77	56205116.97	11958220.04	48817018.47	19213103.09	49019898.34	18785257.11	42421941.52	19082563.52	41435143.09	29181896.75	32742648.22	22469740.94	41869336.06	22144108.34	10562853.33	29312291.31	12264209.52	35257311.88	16322266.58	36807910.75	35306234.66	42643264.77	40876514.19	29396635.13	33140618.66	27098290	39666898.44	47541665.77	30349364.53	32341342.75	35319389.13	31359888.58	22626369.16	37619502.81	30311971.03	33454667.75	23606172.75	35765344.19	19259916.94	46764161.41	17241626.22	45690388.58	20995673.48	32149515.16	6160192.719	30784686.34	9043083.672	27918391.69	9754341.578	19530175.28
Q9ULX6	A-kinase anchor protein 8-like OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=4	99.597	13	15240108.8	1429363.313	18696359.76	395589.1563	21206456.44	862960.4063	15918935.81	1207778.781	13665900.43	287756.4063	16997850.59	1534166.078	17141134.88	2264889.844	14838316.47	2107967.867	11663594.61	1585933.586	13032848.5	3680301.656	9430604.641	3483089.688	14622027.91	5659577.469	6922727.5	11363918.94	7053919.188	13546057.88	4685809.063	11102590.94	21815402.75	1907255.531	32876787.25	1988646.875	23905151.59	1049423.406	21475977.78	2992547	26594848.31	2626863.563	21350715.01	2870778.273	16001624.72	4481784.438	17054443.84	3919723.594	15341055.09	4316096.063	12660481.3	3597412.813	12488496.53	5601435.25	12266191.22	4822623.063	4944158.063	11537173	6131413.688	9153215.938	7429545.781	10023834.22
Q9ULX9	Transcription factor MafF OS=Homo sapiens OX=9606 GN=MAFF PE=1 SV=2	12.327	3	NA	NA	NA	NA	NA	NA	NA	360066.3438	NA	560640.875	NA	339978.25	NA	494576.4688	NA	470125.375	NA	411487.25	NA	512558.1875	NA	445790.2813	NA	441729.25	NA	NA	NA	465959.7813	NA	NA	5218605.781	342324.0625	5848922.063	511177.25	4819375.25	195338.5313	4421442.25	813703.8125	4168130.375	618370.4531	4221631.781	1673056.922	3091572.219	1053809.25	3334375.313	1198563.406	3168605.25	1795417.125	1167295.375	1259500.563	271073.3438	1133445.813	NA	924415.2031	NA	1020524.219	NA	1043648	NA	816776.3281
Q9UM00	Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=2	56.733	6	38729631.53	1795402.313	29304843.25	1651911.719	40022105.94	2009513.094	34734919.09	3312305.094	32876176.31	3746619.766	35014230.53	3930284.844	34312086.06	12813835.91	32153615.75	7447117.266	31070493.31	7318070.797	30236339.88	17937658.91	30743481.56	12748417.94	31742226.53	12964443.16	19962354.81	29753505	25050548.38	31161667.19	26114291.44	46679341	40980289.44	1639847.547	37895190	2856977.25	44443788.06	2642549.5	55977893.19	5451438.313	38381616.13	5447514.266	33561719.88	3877771.797	31535338.81	6960714.938	39724970.5	9820436.594	30169534.38	6493802.156	34292899.63	10045906.38	39785637.56	11548287.75	29474854.63	8561127.281	18765483.5	16956433.19	14023806	15710105.5	15386510.06	18812028.75
Q9UM13	Anaphase-promoting complex subunit 10 OS=Homo sapiens OX=9606 GN=ANAPC10 PE=1 SV=1	13.57	1	1996788.313	NA	2339248.875	NA	3286872.625	NA	2217377.5	NA	1675013.875	NA	1270976	NA	2643271.438	413096.0938	1479494.375	NA	1410750.625	306732.0313	1780284.438	570448.0625	1542240.438	526875.875	1980295.313	533255.875	1241088.375	1376602.375	1183367.688	1385333.25	941357.3125	1276985.75	3272560.25	NA	3958056.75	NA	4195958.688	NA	3289186.125	NA	3379568.875	NA	2927308.906	736374.0625	2764492.375	NA	2309541.375	NA	2619323.25	490537.75	2427282.5	878688.7813	1888661.813	414226.6563	2563589.563	NA	636917.0625	576136.125	703124.375	625441.5	1266960.25	680858.4375
Q9UM22	Mammalian ependymin-related protein 1 OS=Homo sapiens OX=9606 GN=EPDR1 PE=1 SV=2	1.983	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	966521.25	NA	NA	NA	1245376.125	NA	1594623.5	NA	1335727.5	NA	328880.2188	NA	NA	NA	517915.2813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	279180.1563	NA	NA	NA	379217.7813	NA	NA	NA	259040.125	NA	NA
Q9UMR2	ATP-dependent RNA helicase DDX19B OS=Homo sapiens OX=9606 GN=DDX19B PE=1 SV=1	196.796	2	3858026.242	1787507.125	3355157.078	1678990.43	5634050.266	2292507.406	4276387.219	1621256.664	4312050.406	1328191.5	3922031.086	1257535.125	4141236.547	106133.5547	3627351.469	1803427.016	2056856.484	2076579.109	3979993.828	970240.5859	4038035.906	904822.7031	3618623.852	940379.6484	3118923.172	1654445.406	3166701.297	1638384.469	3678789.039	2098127.844	2418597.125	NA	2438283.953	NA	1991559.875	2087037.875	2475798.055	NA	2049647.328	NA	2212653.188	87046.4375	1785740.984	1413229.875	1896621.625	NA	2430730.219	1493601.859	2006252.563	363227.2188	2397472.672	1253421.5	1558666.539	1210180.211	1386063.391	630009.0859	1470079.094	626243.1563	1117642.43	246244.2031
Q9UMR5	Lysosomal thioesterase PPT2 OS=Homo sapiens OX=9606 GN=PPT2 PE=1 SV=4	11.165	2	3229784.625	410430.75	1622546.625	1694695.75	901224.375	2777149.75	431113.0313	1952409.25	373740.5625	3528218	1280554.25	NA	1516230.625	2787811	543394.5938	1806008.5	414909.6563	1906131.875	650138.5938	2031663.375	1130439.563	1973587.5	NA	1951085.375	NA	2158891.5	NA	1945893.625	449807.1563	1949472	5777432.813	NA	6136089.125	NA	6957861.25	NA	3687875.125	NA	2525692.75	NA	3108319	360685.3125	2251733.625	383604.75	1666705.438	966880.125	2578126.5	703798.5625	1210340.25	873309.0625	1588173.563	820890	1439661.063	924579.8125	1008256.313	1639814.75	1812492	1473472.125	1196889.25	1626421.875
Q9UMS0	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial OS=Homo sapiens OX=9606 GN=NFU1 PE=1 SV=2	55.204	6	10388202.25	NA	9531716.75	NA	10038551.88	NA	5395556.5	691823.5625	6588710.5	NA	7356631.5	NA	4957633.438	1429176.75	4888053.188	1353353.75	4987769.25	1136132.125	4977149.938	1397201.125	6180246	NA	6890108.25	1477548.875	2090839.75	3110461.375	2246004.125	3770507.125	1926359.125	4263988.75	15500643.75	NA	17649891.44	NA	15250299.88	NA	12466490.81	NA	13756695.75	1194088	11517709.09	800520	11253278.13	2737171.125	9859349	2770989.75	10861841.28	NA	4562593.25	1224458.125	7813780.5	2745088.625	8836351.813	4567802.5	1978295.594	3483236.5	2017684.125	6131710.906	2352118.125	5971476.625
Q9UMS4	Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1	520.233	30	498636176.4	19055544.61	508043435.2	13484037.09	525562436.5	9833739.078	395910738.1	33496526	373860762.8	26043973.94	398106154.8	30240754.38	424682670.3	73096946.44	371717902.8	58511819.5	355498922.5	64480771.28	367130273.6	103826575.9	340641047.5	97231530.75	381668570.5	110636952	205749642.5	217328281.5	228523370.5	236190524.9	255853747.1	257590179.1	515086996.3	8743576.438	657780815.7	452074.9375	548219452.8	11074344.91	512459937.1	15640554.06	511699890	25348111.72	461390971.6	18554992.47	410310800.8	47064324.06	422000983	40557529.88	421687569	38206469.88	395417456.3	66141021.75	382285694.8	63009921.81	402442080.3	62133067.89	222065946.9	106284065.9	236474732.1	102187269.7	250671206.3	117528342.9
Q9UMX0	Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2	153.17	6	13561291.63	4765457.375	12373470.75	948119	13825312.13	1104274.75	11504693.38	2177851.75	15405265.69	2389018.375	13685599.69	2687499.75	10648460.88	1638449.156	9377453.313	2459091.938	11852308	1209579.219	8698378.813	1935378.25	8485139.406	2003316.375	10487399.94	2524835.938	4740294	7748872.375	5874227.313	8766003.563	5011684.344	6071207.125	17967627.19	NA	19071016.31	639277.625	18862846.81	351800.7813	15241486.06	2111817.063	12016524.81	487342.5	12030590.81	673731.5625	11377296.38	1578496	11594156.78	554913.75	8592749.594	494091.4688	11741936.28	1383629.375	12052118.81	1932078.469	11445788.13	1491196.25	4108163.813	3307394.813	4235905.563	2841469.75	6210769.313	6303038.375
Q9UMX5	Neudesin OS=Homo sapiens OX=9606 GN=NENF PE=1 SV=1	91.665	9	23572747	1907448.438	73560769.19	705545.625	28237930.69	926606.9375	24523269.13	732555.25	20552098.72	592354.5625	19108272.81	822394.9375	34219375.75	1457647.688	19772780.41	1460506.563	32645085.03	2379749.875	31286678.16	3892411.938	16336873.5	5041305.438	28871614.5	3319369.688	28633471.25	15805618.63	10394296.88	14959556	9659784.563	16236583.88	25087541.25	3188078.75	37616249.63	2502677	28050705.44	NA	28821137.19	4378629.813	26330751.81	1489437.531	30370478.88	332862.2188	24308454.5	2627561.188	22692584.63	1784754.25	23031071.59	3573806.438	18642855.75	5143573.125	19010517.75	9321805.438	20178148.19	6421354.938	8501502.906	11173833.41	6064464.563	12477807.88	9862058.281	12476935.34
Q9UMY1	Nucleolar protein 7 OS=Homo sapiens OX=9606 GN=NOL7 PE=1 SV=2	44.102	7	21694186.31	554340.9219	21203218.38	813780.6875	25862321.5	1395130.469	18877455	5279215.281	17622867.94	4293957.406	16536780.66	4576418.75	16129246.94	8743544.438	14030951.19	9115893.125	13568218.56	9156671.813	11623154.56	13837138.88	9454591.063	11982874.75	10319972.13	13709987.25	2038734.875	20906282.38	1964120.781	21805354.5	2275359.156	23924884.63	11083857.5	NA	14579817.13	NA	11812673.81	NA	10850027	584692.25	10007470	2754989.688	11008268.44	2481143.594	6236174.375	3210073.031	7655773.188	2638990.938	6728674.938	1407752.531	3891376.188	4194652.688	3802140.969	3455500.375	3252891.656	2533434.688	789052.8125	2859892.125	669415.2031	6731459	1522231.625	5515197.938
