Accession	Description	Sum PEP Score	# Unique Peptides	S1L_1	S1H_1	S1L_2	S1H_2	S1L_3	S1H_3	S3L_1	S3H_1	S3L_2	S3H_2	S3L_3	S3H_3	S6L_1	S6H_1	S6L_2	S6H_2	S6L_3	S6H_3	S9L_1	S9H_1	S9L_2	S9H_2	S9L_3	S9H_3	S24L_1	S24H_1	S24L_2	S24H_2	S24L_3	S24H_3
Q9BUE6	Iron-sulfur cluster assembly 1 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=ISCA1 PE=1 SV=1	15.947	3	2114376.5	929581.25	1858195.625	1807082.125	2160712.625	1546955.938	1608162	5302424.625	1705245.313	1404772.688	1464979.125	2014442.688	1379163.344	1662982.25	1489015.75	1715438.531	1468607.719	1191936.5		817862.375	373929.7813	723080	360571.875	2309308.813		469018.4688		1111000.25		
Q9UHW9	Solute carrier family 12 member 6 OS=Homo sapiens OX=9606 GN=SLC12A6 PE=1 SV=2	15.944	1	454820.6563		348078.8438		302551.2813		504096.6875		340387.5		347631.0313		389579.75	253130.7813	403905.625	296941.4688	439284.0938		413916.75	437934.1563		490503.4375	393163.5313	347336.9688		523297.1875		630130.0625	348244.9063	739717.25
Q9P0S9	Transmembrane protein 14C OS=Homo sapiens OX=9606 GN=TMEM14C PE=1 SV=1	15.943	2	5021828		3410324.25	88482.03906	6020861.688		4736655.891	232244.4023	6588909.563		4316076.219		5585318.219	649828.8047	5503746.531	473261.4688	2811870.781	289443.5625	5684778.969	630232.5	6315075.031	1659557.281	4385957.781	499590.0938	4098579.953	906467.25	2400523.453	750300.3125	3623474.25	1115443.375
O96006	E3 SUMO-protein ligase ZBED1 OS=Homo sapiens OX=9606 GN=ZBED1 PE=1 SV=1	15.939	5	2608437.344		2897399.875		2392758.063		2325442.063		2494157.25		2408962.188		1734862.125		2536588.594		1543493.594		1234077.563		2130725.438		1134702.563				1285625.813			
Q06033	Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2	15.934	4	3489452.313		4458596		3131955.75		2684503.875		2471694.688		2742090.094		2099664.719		3395937.75		2731610.5		4710145.313		3083976.25		5637707.531		4823417		5302649.688		7824267.875	
P78537	Biogenesis of lysosome-related organelles complex 1 subunit 1 OS=Homo sapiens OX=9606 GN=BLOC1S1 PE=1 SV=2	15.93	4	3076778.719		3768421.016		1794873.875		3064343.781		2170379.641		3688888.313		1960455.563		1746570.391		2629646.906		2408578.344		3141795.156		1479978.375		1678105.172	1039429.188	568798.75	942961.3125	963098.3125	
Q7Z3E5	LisH domain-containing protein ARMC9 OS=Homo sapiens OX=9606 GN=ARMC9 PE=1 SV=3	15.91	3	3604766.531		7309476.281		4777966.844		8759439.406	254572.9063	7263560.219		6529628.406		7334881.094	238512.5938	6868449.578	131074.375	8047789.563	446247.0938	8815994.594	551197.0469	8261209.406	388075.9688	8715406.453	158900.7344	8353789	539770	10451644.92	471642.8125	9277288	258148.0625
P50336	Protoporphyrinogen oxidase OS=Homo sapiens OX=9606 GN=PPOX PE=1 SV=1	15.897	4			2316461	1633678			743893	1417234.125	845402.125	1977720.313	585112.8125	1477156.125		2005486.688	944654.75	1580323.25	992678.8125	1342229		2305939.75	2116363.25	2950814.188		4304205.25		2871657.25	1475711	3140098.25	2139572.188	3546800.75
Q9P1U1	Actin-related protein 3B OS=Homo sapiens OX=9606 GN=ACTR3B PE=2 SV=1	15.896	1																														
Q96DF8	Splicing factor ESS-2 homolog OS=Homo sapiens OX=9606 GN=ESS2 PE=1 SV=1	15.872	4	1463547.75		2544442.75								591011.9375						651216.25													
Q9BWW4	Single-stranded DNA-binding protein 3 OS=Homo sapiens OX=9606 GN=SSBP3 PE=1 SV=1	15.866	3	1247719.5		1484375.75		1045419.5				905478.1875							725527.5	605888.1875					1028068.875		901677.875		1788230.625		1443701.5		1274620.375
Q969R2	Oxysterol-binding protein 2 OS=Homo sapiens OX=9606 GN=OSBP2 PE=1 SV=2	15.851	2	493297.6875		487331.9063		613280		506199.75				490692.625						439018.6563				377941.4375		535237.625				339094.8438			
O60942	mRNA-capping enzyme OS=Homo sapiens OX=9606 GN=RNGTT PE=1 SV=1	15.833	5	3292644.25	2283904.25	4098222.188		3068622.813	1991456.625	4624270.375		4174420.188		2675295.813		2665371.063	3127011.5	3079783.5		6054997.313		5570169.75		3550172.844	2027382.125	6689328.094	3573060.5	1839425.25	555109.1875	2796872	2789724.375	3893547.25	1903122.25
Q96BP2	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHCHD1 PE=1 SV=1	15.797	1	1951019.75		2662873		2053811.625		1991690		2243911		1826319.625		1772542.625	855615	2244223.5		725345.1875	765212.625		1239038.125	727498.125		1033123.313	1147358.875		1046696.375				1310045.5
Q8NBP7	Proprotein convertase subtilisin/kexin type 9 OS=Homo sapiens OX=9606 GN=PCSK9 PE=1 SV=3	15.779	4	290213.3125		878096.3125		586779.25						225693.7656			329884.0938	363976.5938			438293.375	355111.4063	372001.3125				404093.875	206294.6094	816623.0938		665332.875		
Q9BTE1	Dynactin subunit 5 OS=Homo sapiens OX=9606 GN=DCTN5 PE=1 SV=1	15.769	4	4466272.563		6276389.25		2854029.188		4934802.188		4335204.813		4221203.938		3753696.75	209888.9531	4131725.969		3584955.313		2601122.875	293041.1875	3756873.969		3788087.125	217213.2031	2191026.656	311981.1875	813247.8125	232544.0313	2257120.656	486082.1875
Q9NXR1	Nuclear distribution protein nudE homolog 1 OS=Homo sapiens OX=9606 GN=NDE1 PE=1 SV=3	15.753	2																												206665.5313		
P41134	DNA-binding protein inhibitor ID-1 OS=Homo sapiens OX=9606 GN=ID1 PE=1 SV=3	15.75	2	488624.3125	570437.7813	630535.4375	376598.625	521465.4375	813110.2813		1601931.875		1525963.063		1377149.594	197122.8906	1291863.813		1656244		1612692.875		1259090	275487.2188	426398.4063		1208504.781		366868.6563	284175.9375	428026.0625		525631.1875
O95870	Phosphatidylserine lipase ABHD16A OS=Homo sapiens OX=9606 GN=ABHD16A PE=1 SV=3	15.748	5	3537423.25	367476.4375	3797836.031	462746.9688	4050203.75	798623.5625	5250353.125	427261.5938	5433628.313		1899984.719	331800.9063	4614754.469	637371.5	2429657.531	669745.5	4111859.375	379769.1563	3904532.938		2782034.063	625466.5	2744720.375		1960869.344	650809.75	1897204.031	1211431.281	2197543.625	355894.875
Q9H7C9	Mth938 domain-containing protein OS=Homo sapiens OX=9606 GN=AAMDC PE=1 SV=1	15.743	3	559600.6875	2020052.75	793674.25	2318010	435732.4688	1767325.25	921885.75	1879523.25	872799.5625	1614634.375		2168530.25	1201219.75	1856288.75	1114752.75	1822854.688	1272662.375	2419004.75	1794034.125	1980601.438	1552098.375	2159744.563	1210671.375	2011021.906	2715232.938	2764688.438	1917850.625	2839958.188	2355343	3234247.875
O75063	Glycosaminoglycan xylosylkinase OS=Homo sapiens OX=9606 GN=FAM20B PE=1 SV=1	15.711	5	5535324.875	13837225	6532958.375	13184570.97	6323475.125	10721958.75	4524764.188	12179915.28	5143773.125	10888242	4636857.75	11513431.03	5293700	11758422.94	3837220.125	12956090	4760186.469	10420050	3884448.063	14782101.25	5573436.688	12130553.69	4561637.656	13140505	1913547.813	8082593	1799024.25	10575055	4107526.375	9541390
O15403	Monocarboxylate transporter 7 OS=Homo sapiens OX=9606 GN=SLC16A6 PE=1 SV=2	15.699	3			2069045.125	375199.625	147080.2344			955131.2188	1561779.203	729060.9844	1751394.32	610977.6875		1128608.969	1734542.375	1411687.469	1508389.531	1367319.078		1211355.625		1076019.547	1177365.375	1370236.172	1765280.188	903178.4375	1482787.625	813944.7344		795429.6563
Q9NSQ0	Putative ribosomal RNA-processing protein 7 homolog B OS=Homo sapiens OX=9606 GN=RRP7BP PE=5 SV=1	15.697	1																														
P12074	Cytochrome c oxidase subunit 6A1, mitochondrial OS=Homo sapiens OX=9606 GN=COX6A1 PE=1 SV=4	15.667	1	16476966.25		15022378.5	1578577.25	15887990.5		19539865.5	1896203.5	20391270.5	2034181.875	19967828.75	1385341.25	11036264	1356090.75	12922291.5	2678318.75	14259174	2224867.25	15538300.25	2052840.625	15409291.25		9281661		8075611.75		6880136.5		5684292.5	
Q9Y3E0	Vesicle transport protein GOT1B OS=Homo sapiens OX=9606 GN=GOLT1B PE=1 SV=1	15.648	2	6676658.5		9665842.25		6318345		10303314.63		8655662.5		8939628.875		7229299.5		7200781.25		8190438.625		6415761.125	600929.3125	5908759.5	492079.4063	6438960.75		4278130.5	842983.75	3881568.5	1115779.875	3737933.375	899407.6875
Q86WQ0	Nuclear receptor 2C2-associated protein OS=Homo sapiens OX=9606 GN=NR2C2AP PE=1 SV=1	15.643	4	4342408.844		4171081.5		4975633.563		4657571		4658075.125		4152746.063		3110134.969		3347916.344		2695617.281		3147805.219		3304146.688		3521711.313		380005.2813	305742.25	351965.6875	361266.6563	472676.25	362279.9375
Q8WXE0	Caskin-2 OS=Homo sapiens OX=9606 GN=CASKIN2 PE=1 SV=2	15.638	4				1739463.875						1848784.25				1398810.75																
Q05397	Focal adhesion kinase 1 OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=2	15.634	4	1664854.094	254707.0313	2882592.75	4411908.5	2052519.844	9857942	3179526.25		2421147.375	7739438.438	1994340.313	10687858	2161569.031	13008510.19	2309029.938	4424085.281	1702819.844	294917.6563	1102992.594	951032.9688	1246653.063	8125301.406	1835767.156	10090534.25	448097.625	1172488.656	706487.2188	1192145.438		1373504.875
Q9H4L7	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens OX=9606 GN=SMARCAD1 PE=1 SV=2	15.622	3	767192.6875	312371.9375	2513713.625	521487.3125	1185280.375	393298.0938	1908125.375	2433285.25	1256634.375	2366305.906	920777	2144708.5	1418029.063	351917.2188	1059466.125	377787.8438	1010888.125	5691407.625	1118850		1140369.5	7167283.969	951115.75	347703.9688	1539343.625	225866.2344	1595652.625	224393.1875	1889542.125	
Q8WV44	E3 ubiquitin-protein ligase TRIM41 OS=Homo sapiens OX=9606 GN=TRIM41 PE=1 SV=3	15.583	4	1031871.469	1693127	507658.8438	4387164.25	950147.4688	1122084.75	375212.0625	936553.75	980507.4063	963991.75	891094.1563	993139.375	280215.3438	926638.75	400669.2188	2996032.188	315282.0625	822039.4375		1050293.125	292947.7188	2861301	235867.125	980242.75		454693.3438				
P08183	ATP-dependent translocase ABCB1 OS=Homo sapiens OX=9606 GN=ABCB1 PE=1 SV=3	15.581	5	1691671.563		4633398.219		2016221.563		4618699.188		3689600.313		1864367.25		2270463.406	729027.875	2161280.344		2064320	686515.375	1659299.313	861631.125	2317182.625	838986.3125	425827.4688			982222.4375	1730444.5	1131168.75	344677.125	1371099.125
P12955	Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3	15.565	3	11029707.75		15515115		12009725		11200798.25		11255197.75	285513.2813	11467697.28		10495942.59	304574.375	12070191.5	627313.75	12955813.28	562450.7188	12493364.83	201204.5781	12550817.59	567283.8438	10886717.59	357339.875	7141650.375	983184.2813	7906021.438	1308615.813	7464901.938	557130.875
Q8WU79	Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1	15.541	2	1814810.813		2541433.938		2449642.188		1584610.5		1778055.5		1945464.5		1232198.75		1496717.219		1308513.625		1104602.938		1298219.875		1560515.813			389066.4375		494572.875	496364.0625	470375.9063
Q9H425	Uncharacterized protein C1orf198 OS=Homo sapiens OX=9606 GN=C1orf198 PE=1 SV=1	15.526	4	2044006.219		1463552.563		2150291.813		1209419.75		2014703.063		1743417.375				879116.2813		522051.125				679284.875		322358.1875							
O00311	Cell division cycle 7-related protein kinase OS=Homo sapiens OX=9606 GN=CDC7 PE=1 SV=1	15.522	4	3523003.438		3257487.313		2708560.469		2446784.375		1820017.219		1300777.563		315086.375		1686871.563		1154782.313		1157706.75				1218917.5		2699852.25				418417.1563	
Q9H3R5	Centromere protein H OS=Homo sapiens OX=9606 GN=CENPH PE=1 SV=1	15.519	3	1078261.75	706925.5625	1393751.125	1245246.625	1331864.25	1963013.625	1162051.875	1765691.25	1023786.188	1955712.188	1021360.125	2092504	700615.125	816802.125	759404.9375	2113533.75	622358.0625	1846208.813	428769.9063	1875612.875	614360.9375	1706813.438	443313.4375	1781150.313		1499721.625		1138166.75		1836437.625
Q9H446	RWD domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RWDD1 PE=1 SV=1	15.511	2	7481776.438		6888497		5982826.969		6228631.563		6008807.938		5769195.688		3964727		4830229.563		4431495.438		2994193.5		4039792.438		5369989.438		2961356.75	401908.5	1966054.438	643607.75	3215012	711153
O60870	DNA/RNA-binding protein KIN17 OS=Homo sapiens OX=9606 GN=KIN PE=1 SV=2	15.49	5	4966913.594		5082836.094		3669522.375		4580570.844		3548863.656		2709703.656		2129138.25		3352960.531		2485892		2527849.25		1602546.281		2902138.313		751453.3438		1086222.781		697122.5625	
Q9UK45	U6 snRNA-associated Sm-like protein LSm7 OS=Homo sapiens OX=9606 GN=LSM7 PE=1 SV=1	15.471	3	9497689.25		11235107.06	2033863.75	10516631.38		10271396.25	356981.8125	11172246.13	443800.0938	9481595.25	1488877.188	9106154.375	1034047.938	8123139.75	588051.9375	8845609.5	2010512.25	8190865.188	1389287.375	8371285.438	1740567.766	8188832.125	2126924.75	5222503.5	4337478.813	4556531.938	3809292.406	5816680.563	4462875.75
Q13049	E3 ubiquitin-protein ligase TRIM32 OS=Homo sapiens OX=9606 GN=TRIM32 PE=1 SV=2	15.443	5	2390961.125		1886523.625		2294236.313		2601327.75		2778832.563		2546227.063		1306927.531		1827402.906		1265111		1844967.297		1586700.281		1489580.75		823337.4375		315276.625			
P16035	Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2	15.422	2										484087.875		236520.5781		424290.3125		463388.4375		570074.5		355141.2813		475294		621378.125		1315095.688		1545943.75		1220391.063
P78345	Ribonuclease P protein subunit p38 OS=Homo sapiens OX=9606 GN=RPP38 PE=1 SV=2	15.417	5	2957937.969	372293.2813	3303109.438	425285.7813	2985012.375	399414.5625	4329898.688	288831.7188	2729392.25		3499040.469	212591.0313	1910539.813	233093.875	2423762.172	252394.6563	2480722.438	209706.3438	2737108.969		2429095.656	273510.0313	1537390.938	279911.9063	207834	187025.7656	1022016.672	229192.6719	371317	283257.875
Q9P0S2	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=COX16 PE=1 SV=1	15.415	3	1734527.25	345382.625	1919999.75	614542.9375	1783267.25	577330.625	1343736.875		1104899.75		1179291.5		1119613		1013950.5		921957.8125		837722.5625		542683.3125	534188.375	718447.3125	584443.6875	391244.1563	716240.9375		887669.25		546208.25
Q8NHP6	Motile sperm domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MOSPD2 PE=1 SV=1	15.414	3	4242164.156		5786249.438		4317307.375		4637456.938		4028600.281		4062053.313		3933988.688	353174.375	5274868.344		4890604.75		2603815.25	637626.5625	3221791.75	579601.25	2736582.75	858819	1542116.875	1689392.625	2925075.313	1927976.875	1952982.375	1968047
Q9HD47	Ran guanine nucleotide release factor OS=Homo sapiens OX=9606 GN=RANGRF PE=1 SV=1	15.411	3	4054816.063		2593156.531		4866602.125	732713.375	3176108.813		3864989.094	878117.4375	3691143.188		2565574.406	679007.4375	3879036.531		2533648.688		2373409.344		3149778.469		2400216.656		1248157.906		1594515.188		1991255.375	
Q9Y421	Protein FAM32A OS=Homo sapiens OX=9606 GN=FAM32A PE=1 SV=2	15.4	3	1111835.875		1629616.875		1591872.25		1362254		1189699.25		1286176.75			679230.125	451217.8438	1050714.125	746724.875	633443.5625	660028.5625	888275.1875		1345197.5		718962.875		607937.875				1200741.5
Q99717	Mothers against decapentaplegic homolog 5 OS=Homo sapiens OX=9606 GN=SMAD5 PE=1 SV=1	15.398	1	3692201		2005333.625		2002201		2889932.25		2016990.625		1969984.5		2388518.25		1879295.75		2072484.25		2729520.25		2325015.75		1925293.75		1442185.375		1333961.875		1037464.5	
O43314	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens OX=9606 GN=PPIP5K2 PE=1 SV=3	15.397	5	854869.2188	671272.25	1240591.5	764334.3125	1700609.375	1079623.625	1209336.813	875236.4375	1200819.313		965024.6563	858172.5625	589139.9375	822372.9375	1491738.313	801023.8125	1335169.5	586493.375	1655844.625		597066.375	786657.875	1278278.719		482909.8438	589431.1875	482431.9375	504253.3438	529759.5	516038.5625
Q6PD74	Alpha- and gamma-adaptin-binding protein p34 OS=Homo sapiens OX=9606 GN=AAGAB PE=1 SV=1	15.378	4	1751668.625	162978.625	5129158.875		4818189.625		1241800.25	291876.3438	4648750.688	284744.9063	1161418.125	295863.2813	3981392.063	387686.9688	1016153.563	360509.8125	1887228.5	359019	3365142.75	797539.625	1151698.75	610251.9375	3238481.5	843896.0625	819308.6875		837014.875	1364888.75	2713179.75	1463728.5
P47736	Rap1 GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RAP1GAP PE=1 SV=2	15.355	4	1656222.188	2070488.625	2587542.438	2656269	2070126.813	1930183	1191502.5	2779399.75	1587477.75	2642187	1308565	3191500.875		3128722.625	522792.5313	2126300.75	1345730.375	1831334.5	871083.25	2407712.5	805266.75	3262530.875	1011140.563	2306844.5		3061476.375		2736754.625		2599457.875
P06400	Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=2	15.355	3																														
Q11206	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 OS=Homo sapiens OX=9606 GN=ST3GAL4 PE=1 SV=1	15.354	4	3219857		4484711.688		3168525.625		3227028.344		3397742.125		2854490.156		2737393.406		3108793.063		2524369.281		2011701.656		1835945.531		2517447.188		1121017.5		1142710	359002.5625	1274069.375	
Q8TEW0	Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=2	15.337	4	1102216.188		1564945.5		1632508.25		2226852.625		1545442.188		1286395.313		316804.2813		1926221.406		242005.7031				365454.3125		268468.6563							
P24386	Rab proteins geranylgeranyltransferase component A 1 OS=Homo sapiens OX=9606 GN=CHM PE=1 SV=3	15.322	4	1330110.375		1647747.813		1022437.719		1118127.313		1207539.875		1238524.125		1338163.094		662292		843442.9375		1230160.313		511278.7813				261446.5313					
Q8TAP9	M-phase-specific PLK1-interacting protein OS=Homo sapiens OX=9606 GN=MPLKIP PE=1 SV=1	15.314	2	1757710.875		2117931.25		1547393		1516742.25		1378082.75		1460872.5		1136351.875		1084592.5		862037.9375		514169.75		816691.25									
Q9NPJ6	Mediator of RNA polymerase II transcription subunit 4 OS=Homo sapiens OX=9606 GN=MED4 PE=1 SV=1	15.311	3	1825869.875		2048086.375		1688231.5		1991104.625		1848126		1221859.875		1444140.125		2241884		1541998.75	383807.7813	1212723.625	939289.1875	1303325.125		1482458.25	228656	860531.6875	1129936.656	974283.4375	1286258.813	1332397.25	1057076
Q8TBF4	Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Homo sapiens OX=9606 GN=ZCRB1 PE=1 SV=2	15.309	3	2096913.063		2187279.375		1708551.188		2478382.5		2155475.563		2184895.75	139692.7031	1438891.688		1687910.625	237117.1719	1751782.688	231623.3594	1267028.25	574480.4375	1385595.625	336039.5313	1337372.406			589902.0625	441919.2813	607536.25		578200
Q9NVU0	DNA-directed RNA polymerase III subunit RPC5 OS=Homo sapiens OX=9606 GN=POLR3E PE=1 SV=1	15.294	4	477836.9063		1158841.906		1119831.719		1193237.875		1438471.688		860109.875		296045.2188				951065.875		407439.625		861409.5313		852246.875							
P46199	Translation initiation factor IF-2, mitochondrial OS=Homo sapiens OX=9606 GN=MTIF2 PE=1 SV=2	15.287	4	1010310.938	294663.0625	1457052.188	387894.9375	555043.9375		1567830.188	417864.5313	889252.0938		838604.5313		1187919.469		1224325.438		1358976		1683419.375	467770.125	2025078.688	449806.625	1362642.563		2066963.813	959137.5313	1986473.656	299254.4063	2966041.688	442920.8438
Q8TB52	F-box only protein 30 OS=Homo sapiens OX=9606 GN=FBXO30 PE=1 SV=3	15.284	3	1578858.313	649489.25	2231742.875	749266.6875	1509214.125	778570.9375	1788204.438	1183709.25	760895.0625		749740.0625		516593.625		1225976.188		708219.375		381938.125	593610	435303.2188	453231.2188	608209			774662.4063		1371810.75		893975.7813
Q8IYB1	Nucleotidyltransferase MB21D2 OS=Homo sapiens OX=9606 GN=MB21D2 PE=1 SV=3	15.275	4	370540.75		1832282.125		1545622.25	338333.5313	1395509.625	536240.375	684534.8125	743532	1613246.188	495653.5625	1707273.625	574657	1503340.25	847668.5	1830106.188	812537.25	343987.2188	963790.125	1206839.688	1112349.375	557147.625	699809.625		1400069.5		1552560		2190429
Q13459	Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=3	15.269	5	1299502.375		623982.4375		541400.125		2071976.313	1369578.25	348695.2188	316440.8438	1657995.781		337484.125	395391.0313	1341133.906	316092.25	776411.9063		1571511.5	1243889.25	407385.9063		918934.125		380197.7813		647217.1563		395044.7813	730620.625
Q96SB8	Structural maintenance of chromosomes protein 6 OS=Homo sapiens OX=9606 GN=SMC6 PE=1 SV=2	15.256	3	699699.2422	158602.8281	593627.2578	763630.375	642618.6875	911867.9844	807173.2305	867710.3125	1002946.211	938992	414168.5156	523304.6563	557169.9453	791264.3906	844107.8203	1054668.281	918863.8203	995448.8906	646834.6719	616999.125	509397.1563	792189.125	699717.3242	929437.6875	185045.4688	1080421.219	228879.7227	1085618.281	157868.4219	1031352.813
Q96MG7	Non-structural maintenance of chromosomes element 3 homolog OS=Homo sapiens OX=9606 GN=NSMCE3 PE=1 SV=1	15.213	5	1028543.844		2213196.375		1733386.031		2223908.656		2035572.156		2204758.625		1357028.938		1673857.875		688478.5		1025528.313		619191		1952314		987437.5		1403035.625		2024014.063	
Q9NRN9	rRNA N6-adenosine-methyltransferase METTL5 OS=Homo sapiens OX=9606 GN=METTL5 PE=1 SV=1	15.209	3	2968125.063		4083723.375		3690520.063		3123904.125		3137119.313		3379806.875		2760850.25	235886.6563	3696936		2906654		2641380.063	212034.1875	2675620.438		2680689.938	361160.625	756497.1563	289957.7188			413329.9375	636283.0625
P16455	Methylated-DNA--protein-cysteine methyltransferase OS=Homo sapiens OX=9606 GN=MGMT PE=1 SV=1	15.192	3	3631776.063		4854151.688		3427167.313		5627947.688		4220906.875		3447598.219		3573930.125		2503660.156		3042709.469		2215122.844		2499139.813		2834475		176072.4844				444866.4063	
Q9UHB4	NADPH-dependent diflavin oxidoreductase 1 OS=Homo sapiens OX=9606 GN=NDOR1 PE=1 SV=1	15.179	3	3146931.938		2300011.688		3725156.813		3502577.563		1628164.75		1690004.313		3363169.75		3377847.188		2401069.125		2692998.906		1310671.813		1607837.219		1268777.094	494077.2188	780487.75		1169060.969	
Q5VTU8	ATP synthase subunit epsilon-like protein, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1EP2 PE=1 SV=1	15.165	3	51147832.13	2364436.688	62586292	3480228.563	53032749	3307269.313	49760274.75	8783332.75	47563193	8235353	43882272	7717752.125	38903571	9805081.25	44469599.5	11550190.75	41330016	11649857.75	32012283	10372449.63	33598726	11217452.13	31967101.5	10919569.88	20548465.38	12318210.63	25352009.5	14154739.25	24503358.75	15140941
Q9Y6D6	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens OX=9606 GN=ARFGEF1 PE=1 SV=2	15.133	2	277383.9063		469599.8125		354476.5938		504139.4375		409443.3125																		235190.4063			
Q9H0X4	Protein FAM234A OS=Homo sapiens OX=9606 GN=FAM234A PE=1 SV=1	15.132	3																														
Q9H840	Gem-associated protein 7 OS=Homo sapiens OX=9606 GN=GEMIN7 PE=1 SV=1	15.111	2	6106648.5		9323174.5		5214220.75		6357831.75		7028712.75		7077896.125	322893.25	2922632.313	341596.5625	1731569.375	539754.3125	6036289.375	396848.2813	4588143.375	650479	3915721.75	779392.4375	1629143.125	647597.9375	757574	723982.6875	802860.75	923762.6875	844766.375	723157.0625
P36404	ADP-ribosylation factor-like protein 2 OS=Homo sapiens OX=9606 GN=ARL2 PE=1 SV=4	15.094	3	4703214.625	2592523.938	5083491.25	2663279.875	4760757.125	2351955.75	5555734.188	2849793.25	5947418.625	3316329.188	4946933.938	2398063	1739168.875	1501765.875	2567667.75	1588378.188	2288692.625	2695752.313	1865013	1389625.75	2878942.875	2262409.188	1839379.313	2952981.125		2371265.563		2128065.25		3244126.625
Q6IN84	rRNA methyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=MRM1 PE=1 SV=1	15.079	4	2060582.688		3429236.25		2652106		2660851.875		2622153.625		2059100.688		2094053.063		1837270.125		1990899.063		1894662.875		1068780		1284564	164711.9688	463776.9375		669127.625	614218.4375	620374.5625	371591.2188
Q96DE5	Anaphase-promoting complex subunit 16 OS=Homo sapiens OX=9606 GN=ANAPC16 PE=1 SV=1	15.077	3	2858648.438		2606762.781		2918141.313		2707914.125		2423317.219		2429512.313		2302345.125		2261770.969		1760759.594		1532063.375		1970421.844		437045.9375	282292.75		380429.1563		521388.5313		472820.4688
P17029	Zinc finger protein with KRAB and SCAN domains 1 OS=Homo sapiens OX=9606 GN=ZKSCAN1 PE=1 SV=3	15.061	4	223742.6563	1783076.125	814841.125		348539.875				74681.75		344163.3438	2570074.438		1940101.375				386968.75		1912112		395288.1875		374754		1485490.531		1449804.906		1079633.375
Q8NB37	Glutamine amidotransferase-like class 1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GATD1 PE=1 SV=1	15.045	3	1895206.625		2043795.625		1945850.375		1871809.5		1594006.75		1369149.75		805345.8125		1125292.5		1486169		1060894.5		1337596.25		1983979.75		784903.125		1044255.875			
Q9BVC3	Sister chromatid cohesion protein DCC1 OS=Homo sapiens OX=9606 GN=DSCC1 PE=1 SV=2	15.039	3	1218664.75		1749713.938		1334490.063		1185827.75		1366683.438		1056533.25		988035.625		673629.8125		1139736.719		730368.9688		656803.8125		497955.125		361097.125					
P04731	Metallothionein-1A OS=Homo sapiens OX=9606 GN=MT1A PE=1 SV=2	15.025	1							693750.9375		437544.625				1037922.844						916879				331024.4688		1039245.531				523707.9375	
Q9H081	Protein MIS12 homolog OS=Homo sapiens OX=9606 GN=MIS12 PE=1 SV=1	15.007	4	974727.5		1558030.25				971934.5		919111.25		768071.0625				1073512.375		704922.5625		750765.25		1035953.875		978578.6875		816496.9375		572192		817866.625	
Q9BXW9	Fanconi anemia group D2 protein OS=Homo sapiens OX=9606 GN=FANCD2 PE=1 SV=2	15.005	3	2009433.625		2382871.25		1909111.125		3078238.313		3669789.75	284670.9063	3324023.281		3095269.094	387067.875	2632839.969	363450.375	2372044	495132.2813	3902147.25	1053517.125	3243213.094	836762.1875	3020954	620518.1875	3001326.75	2268839	3132730.75	2048300.75	2723395.75	2091357
Q96EC8	Protein YIPF6 OS=Homo sapiens OX=9606 GN=YIPF6 PE=1 SV=2	14.994	2	2577503.625		2364159.688		2753214.75		3238581.375		2494796.844		2449059.688		2103060.938	410622.5313	2179060.156		1825083.938	412439.4375	1798312.375	678595.3125	1883806.469		1951682.406		398816.0938	669000.9375	574694.875	1026024.438	898446.4688	849088.75
